ID,Description,behaviorVariationId,aiThinkId,nameId,turnVellocity,hitHeight,hitRadius,weight,hitYOffset,hp,mp,getSoul,itemLotId_1,itemLotId_2,itemLotId_3,itemLotId_4,itemLotId_5,itemLotId_6,humanityLotId,spEffectID0,spEffectID1,spEffectID2,spEffectID3,spEffectID4,spEffectID5,spEffectID6,spEffectID7,GameClearSpEffectID,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,animIdOffset,moveAnimId,spMoveAnimId1,spMoveAnimId2,networkWarpDist,dbgBehaviorR1,dbgBehaviorL1,dbgBehaviorR2,dbgBehaviorL2,dbgBehaviorRL,dbgBehaviorRR,dbgBehaviorRD,dbgBehaviorRU,dbgBehaviorLL,dbgBehaviorLR,dbgBehaviorLD,dbgBehaviorLU,animIdOffset2,partsDamageRate1,partsDamageRate2,partsDamageRate3,partsDamageRate4,partsDamageRate5,partsDamageRate6,partsDamageRate7,partsDamageRate8,weakPartsDamageRate,superArmorRecoverCorrection,superArmorBrakeKnockbackDist,stamina,staminaRecoverBaseVel,def_phys,def_slash,def_blow,def_thrust,def_mag,def_fire,def_thunder,defFlickPower,resist_poison,resist_desease,resist_blood,resist_curse,ghostModelId,normalChangeResouceId,guardAngle,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,superArmorDurability,normalChangeTexChrId,dropType,knockbackRate,knockbackParamId,fallDamageDump,staminaGuardDef,pcAttrB,pcAttrW,pcAttrL,pcAttrR,areaAttrB,areaAttrW,areaAttrL,areaAttrR,mpRecoverBaseVel,flickDamageCutRate,defaultLodParamId,drawType,npcType,teamType,moveType,lockDist,material,materialSfx,material_Weak,materialSfx_Weak,partsDamageType,maxUndurationAng,guardLevel,burnSfxType,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,parryAttack,parryDefence,sfxSize,pushOutCamRegionRadius,hitStopType,ladderEndChkOffsetTop,ladderEndChkOffsetLow,useRagdollCamHit:1,disableClothRigidHit:1,useRagdoll:1,isDemon:1,isGhost:1,isNoDamageMotion:1,isUnduration:1,isChangeWanderGhost:1,modelDispMask0:1,modelDispMask1:1,modelDispMask2:1,modelDispMask3:1,modelDispMask4:1,modelDispMask5:1,modelDispMask6:1,modelDispMask7:1,modelDispMask8:1,modelDispMask9:1,modelDispMask10:1,modelDispMask11:1,modelDispMask12:1,modelDispMask13:1,modelDispMask14:1,modelDispMask15:1,isEnableNeckTurn:1,disableRespawn:1,isMoveAnimWait:1,isCrowd:1,isWeakSaint:1,isWeakA:1,isWeakB:1,isEnableDropSoulCapture:1,vowType:3,disableInitializeDead:1,isSoulGetByBoss:1,isMultilingual:1,modelDispMask16:1,modelDispMask17:1,modelDispMask18:1,modelDispMask19:1,modelDispMask20:1,modelDispMask21:1,modelDispMask22:1,modelDispMask23:1,modelDispMask24:1,modelDispMask25:1,modelDispMask26:1,modelDispMask27:1,modelDispMask28:1,modelDispMask29:1,modelDispMask30:1,modelDispMask31:1,itemSearchRadius,normalChangeModelId,clothUpdateOffset,subHitOffset,subHitHeight,subHitRadius,paintRenderTargetSize,normalChangeAnimChrId,regainRate_PhysNeutral,regainRate_PhysSlash,regainRate_PhysBlow,regainRate_PhysThrust,regainRate_Magic,regainRate_Fire,regainRate_Thunder,maxAnkleAngle
21313010,"フレッシュゴーレム（斧＋大砲）　弱点なし",31300,313010,313000,120.0,3.5,0.699999988079071,100,0.0,540,0,446,31302910,-1,-1,-1,-1,-1,-1,5304,5360,90111,-1,-1,80001,-1,5401,-1,0.0,0.0,0.0,0.0,0,200,102,100,18.0,3000,3010,3001,3011,3002,3003,3004,3005,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100,40,120,0,0,-30,160,120,55,0,300,250,180,999,-1,-1,0,0,0,0,120,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,13,0,0,23,9,0,60,60,60,60,1,0,0,0,0,0,0,0,0,0,1,2,2,32,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,-20,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21313011,"フレッシュゴーレム（斧＋大砲）　弱点_左ひざ横",31300,313010,313000,120.0,3.5,0.699999988079071,100,0.0,540,0,446,31302910,-1,-1,-1,-1,-1,-1,5304,5360,90111,-1,-1,80001,-1,5401,-1,0.0,0.0,0.0,0.0,0,200,102,100,18.0,3000,3010,3001,3011,3002,3003,3004,3005,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100,40,120,0,0,-30,160,120,55,0,300,250,180,999,-1,-1,0,0,0,0,120,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,13,0,0,23,9,0,60,60,60,60,1,0,0,0,0,0,0,0,0,0,1,2,2,32,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,-20,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21313012,"フレッシュゴーレム（斧＋大砲）　弱点_正面高いところ",31300,313010,313000,120.0,3.5,0.699999988079071,100,0.0,540,0,446,31302910,-1,-1,-1,-1,-1,-1,5304,5360,90111,-1,-1,80001,-1,5401,-1,0.0,0.0,0.0,0.0,0,200,102,100,18.0,3000,3010,3001,3011,3002,3003,3004,3005,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100,40,120,0,0,-30,160,120,55,0,300,250,180,999,-1,-1,0,0,0,0,120,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,13,0,0,23,9,0,60,60,60,60,1,0,0,0,0,0,0,0,0,0,1,2,2,32,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,-20,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21313020,"フレッシュゴーレム（肉塊＋鉤）　弱点なし",31300,313020,313000,120.0,3.5,0.699999988079071,100,0.0,600,0,891,31302900,-1,-1,-1,-1,-1,-1,5304,5360,90111,-1,-1,80001,-1,5402,-1,0.0,0.0,0.0,0.0,0,200,102,100,18.0,3000,3010,3001,3011,3002,3003,3004,3005,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100,40,120,0,0,-30,160,120,55,0,300,250,180,999,-1,-1,0,0,0,0,120,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,13,0,0,23,9,0,60,60,60,60,1,0,0,0,0,0,0,0,0,0,1,2,2,32,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,-20,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21313021,"フレッシュゴーレム（肉塊＋鉤）　弱点_左ひざ横（旧　右ひざ横）",31300,313020,313000,120.0,3.5,0.699999988079071,100,0.0,600,0,891,31302900,-1,-1,-1,-1,-1,-1,5304,5360,90111,-1,-1,80001,-1,5402,-1,0.0,0.0,0.0,0.0,0,200,102,100,18.0,3000,3010,3001,3011,3002,3003,3004,3005,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100,40,120,0,0,-30,160,120,55,0,300,250,180,999,-1,-1,0,0,0,0,120,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,13,0,0,23,9,0,60,60,60,60,1,0,0,0,0,0,0,0,0,0,1,2,2,32,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,-20,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21313022,"フレッシュゴーレム（肉塊＋鉤）　弱点_おしり",31300,313020,313000,120.0,3.5,0.699999988079071,100,0.0,600,0,891,31302900,-1,-1,-1,-1,-1,-1,5304,5360,90111,-1,-1,80001,-1,5402,-1,0.0,0.0,0.0,0.0,0,200,102,100,18.0,3000,3010,3001,3011,3002,3003,3004,3005,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100,40,120,0,0,-30,160,120,55,0,300,250,180,999,-1,-1,0,0,0,0,120,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,13,0,0,23,9,0,60,60,60,60,1,0,0,0,0,0,0,0,0,0,1,2,2,32,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,-20,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21510090,"白痴の蜘蛛　【Boss】　ダンジョン",51000,510000,510000,60.0,4.0,1.899999976158142,500,0.0,1000,0,1325,-1,-1,-1,-1,-1,-1,-1,-1,5360,5308,90111,-1,80000,-1,-1,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,500,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,102,0,0,0,80,72,45,0,999,999,999,999,-1,-1,0,0,0,0,-1,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,13,0,1,23,3,10,59,59,60,60,0,30,0,0,0,0,0,0,0,0,1,3,2,32,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,-50,0.0,0.0,0.0,1024,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21510095,"白痴の蜘蛛　ザコ扱い　ダンジョン",51000,510000,510000,60.0,4.0,1.899999976158142,500,0.0,500,0,456,-1,-1,-1,-1,-1,-1,-1,5820,5360,5308,-1,-1,80000,-1,-1,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,500,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,102,0,0,0,80,72,51,0,999,999,999,999,-1,-1,0,0,0,0,-1,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,13,0,1,23,3,10,59,59,60,60,0,30,0,0,0,0,0,0,0,0,1,3,2,32,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,-50,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21510096,"白痴の蜘蛛　【Boss】　ダンジョンボス　ダンジョン",51000,510000,510000,60.0,4.0,1.899999976158142,500,0.0,1000,0,1325,-1,-1,-1,-1,-1,-1,-1,-1,5360,5308,90111,-1,80000,-1,-1,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,500,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,102,0,0,0,80,72,45,0,999,999,999,999,-1,-1,0,0,0,0,-1,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,13,0,1,23,3,10,59,59,60,60,0,30,0,0,0,0,0,0,0,0,1,3,2,32,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,-50,0.0,0.0,0.0,1024,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21510102,"白痴の蜘蛛　【Boss】　ダンジョン　嵐属性",51000,510000,510000,60.0,4.0,1.899999976158142,500,0.0,1100,0,2651,-1,-1,-1,-1,-1,-1,-1,-1,5360,-1,5308,5709,80000,-1,-1,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,500,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,102,0,0,0,80,72,45,0,999,999,999,999,-1,-1,0,0,0,0,-1,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,13,0,1,23,3,10,59,59,60,60,0,30,0,0,0,0,0,0,0,0,1,3,2,32,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,-50,0.0,0.0,0.0,1024,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22110080,"下水ネズミ　ダンジョン",11000,110000,110000,100.0,1.2000000476837158,0.5,50,0.0,70,0,53,11002900,-1,-1,-1,-1,-1,-1,5002,-1,-1,-1,-1,81111,-1,-1,-1,0.0,0.0,0.0,0.0,0,100,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100,40,56,0,0,0,80,40,30,0,200,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,30,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4000000059604645,-1,0,0.699999988079071,1.0,0.4000000059604645,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22110081,"下水ネズミ　膿付き　ダンジョン",11000,110000,110000,100.0,1.2000000476837158,0.5,50,0.0,70,0,53,11002902,-1,-1,-1,-1,-1,-1,5002,5752,-1,-1,-1,81111,-1,-1,-1,0.0,0.0,0.0,0.0,0,100,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100,40,56,0,0,0,80,40,30,0,200,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,30,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4000000059604645,-1,0,0.699999988079071,1.0,0.4000000059604645,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22111011,"クモ男パッチ_ダンジョン",11100,111000,110000,120.0,1.5,0.5,100,0.0,90,0,437,39020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7600,-1,5402,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,50,40,58,0,0,0,66,50,55,0,200,250,270,999,-1,-1,0,0,0,0,0,1119,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,2,26,3,0,59,59,60,60,0,30,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20000000298023224,-1,0,0.5,1.2000000476837158,0.4000000059604645,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22111080,"死と闇の眷属　首あり　ダンジョン",11100,111000,110000,120.0,1.5,0.5,100,0.0,73,0,57,11102900,-1,-1,-1,-1,-1,-1,-1,-1,-1,5906,-1,80001,-1,-1,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,50,40,58,0,0,0,66,50,55,0,200,250,180,999,-1,-1,0,0,0,0,0,1119,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,30,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20000000298023224,-1,0,0.5,1.2000000476837158,0.4000000059604645,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22111085,"死と闇の眷属　首なし　ダンジョン",11100,111010,110000,120.0,1.5,0.5,100,0.0,73,0,57,11102902,-1,-1,-1,-1,-1,-1,-1,-1,-1,5906,-1,80001,-1,-1,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,50,40,58,0,0,0,66,50,55,0,200,250,180,999,-1,-1,0,0,0,0,0,1119,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,30,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20000000298023224,-1,0,0.5,1.2000000476837158,0.4000000059604645,256,1110,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22111090,"死と闇の眷属　首あり　生成　ダンジョン",11100,111000,110000,120.0,1.5,0.5,100,0.0,73,0,0,11102902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80001,-1,-1,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,50,40,100,0,0,0,165,75,160,0,250,250,180,999,-1,-1,0,0,0,0,80,1119,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,30,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20000000298023224,-1,0,0.5,1.2000000476837158,0.4000000059604645,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22111091,"死と闇の眷属_ジェネレート（変速前移動）　ダンジョン",11100,111000,110000,120.0,1.5,0.5,100,0.0,73,0,0,11102902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80001,-1,5401,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,50,40,100,0,0,0,165,75,160,0,250,250,180,999,-1,-1,0,0,0,0,80,1119,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,30,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20000000298023224,-1,0,0.5,1.2000000476837158,0.4000000059604645,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22111095,"死と闇の眷属　首なし　生成　ダンジョン",11100,111010,110000,120.0,1.5,0.5,100,0.0,73,0,0,11102902,-1,-1,-1,-1,-1,-1,-1,-1,-1,5906,-1,80001,-1,-1,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,50,40,100,0,0,0,165,75,160,0,250,250,180,999,-1,-1,0,0,0,0,0,1119,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,30,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20000000298023224,-1,0,0.5,1.2000000476837158,0.4000000059604645,256,1110,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22111096,"死と闇の眷属_ジェネレート（変速前移動）　首なし　ダンジョン",11100,111010,110000,120.0,1.5,0.5,100,0.0,73,0,0,11102902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80001,-1,5401,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,50,40,100,0,0,0,165,75,160,0,250,250,180,999,-1,-1,0,0,0,0,80,1119,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,30,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20000000298023224,-1,0,0.5,1.2000000476837158,0.4000000059604645,256,1110,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22114080,"狂信者の獣　ダンジョン",11400,114000,114000,120.0,1.2000000476837158,0.5,100,0.0,90,0,100,11402900,-1,-1,-1,-1,-1,-1,5906,-1,-1,-1,-1,81111,-1,5401,-1,0.0,0.0,0.0,0.0,0,900,102,100,16.0,3007,3008,3009,3010,3011,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100,40,60,0,0,0,70,62,50,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,66,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,4,0,59,59,60,60,0,30,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20000000298023224,-1,0,0.5,1.0,0.30000001192092896,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22121080,"墓守サソリ　子なし　小はさみ　ダンジョン",12100,121000,121000,120.0,1.399999976158142,0.5,100,0.0,45,0,59,12102900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80001,-1,5400,-1,0.0,0.0,0.0,0.0,0,900,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100,40,1200,40,-40,40,40,80,70,0,999,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,74,74,75,75,0,30,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20000000298023224,-1,0,0.5,1.100000023841858,0.30000001192092896,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22121081,"墓守サソリ　子なし　大はさみ　ダンジョン",12100,121000,121000,120.0,1.399999976158142,0.5,100,0.0,45,0,118,12102900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80001,-1,5401,-1,0.0,0.0,0.0,0.0,0,900,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100,40,1200,40,-40,40,40,80,70,0,999,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,74,74,75,75,0,30,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20000000298023224,-1,0,0.5,1.100000023841858,0.30000001192092896,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22121090,"墓守サソリ　子あり　小はさみ　ダンジョン",12100,121000,121000,120.0,1.399999976158142,0.5,100,0.0,45,0,59,12102902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80001,-1,5400,-1,0.0,0.0,0.0,0.0,0,900,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100,40,1200,40,-40,40,40,80,70,0,999,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,76,76,76,76,0,30,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20000000298023224,-1,0,0.5,1.100000023841858,0.30000001192092896,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
