ID,Description,facePartsId,skinColor_R ,skinColor_G ,skinColor_B ,hairPartsId,hairColor_R ,hairColor_G ,hairColor_B ,eyeLPartsId,eyeLColor_R,eyeLColor_G,eyeLColor_B,eyeRPartsId,eyeRColor_R,eyeRColor_G,eyeRColor_B,eyebrowPartsId,eyebrowColor_R ,eyebrowColor_G ,eyebrowColor_B ,eyelashPartsId,eyelashColor_R ,eyelashColor_G ,eyelashColor_B ,beardPartsId,beardColor_R ,beardColor_G ,beardColor_B ,accessoriesPartsId,accessoriesColor_R ,accessoriesColor_G ,accessoriesColor_B ,decalPartsId,decalColor_R ,decalColor_G ,decalColor_B ,decalPosX,decalPosY,decalAngle,decalScale,chrBodyScaleHead,chrBodyScaleBreast,chrBodyScaleAbdomen,chrBodyScaleArm,chrBodyScaleLeg,age,gender,caricatureGeometry,caricatureTexture,faceGeoData00,faceGeoData01,faceGeoData02,faceGeoData03,faceGeoData04,faceGeoData05,faceGeoData06,faceGeoData07,faceGeoData08,faceGeoData09,faceGeoData10,faceGeoData11,faceGeoData12,faceGeoData13,faceGeoData14,faceGeoData15,faceGeoData16,faceGeoData17,faceGeoData18,faceGeoData19,faceGeoData20,faceGeoData21,faceGeoData22,faceGeoData23,faceGeoData24,faceGeoData25,faceGeoData26,faceGeoData27,faceGeoData28,faceGeoData29,faceGeoData30,faceGeoData31,faceGeoData32,faceGeoData33,faceGeoData34,faceGeoData35,faceGeoData36,faceGeoData37,faceGeoData38,faceGeoData39,faceGeoData40,faceGeoData41,faceGeoData42,faceGeoData43,faceGeoData44,faceGeoData45,faceGeoData46,faceGeoData47,faceGeoData48,faceGeoData49,faceGeoData50,faceGeoData51,faceGeoData52,faceGeoData53,faceGeoData54,faceGeoData55,faceGeoData56,faceGeoData57,faceGeoData58,faceGeoData59,faceGeoData60,faceTexData00,faceTexData01,faceTexData02,faceTexData03,faceTexData04,faceTexData05,faceTexData06,faceTexData07,faceTexData08,faceTexData09,faceTexData10,faceTexData11,faceTexData12,faceTexData13,faceTexData14,faceTexData15,faceTexData16,faceTexData17,faceTexData18,faceTexData19,faceTexData20,faceTexData21,faceTexData22,faceTexData23,faceTexData24,faceTexData25,faceTexData26,faceTexData27,faceTexData28,faceTexData29,faceTexData30,faceTexData31,faceTexData32,faceTexData33,faceTexData34,faceTexData35,faceGeoAsymData00,faceGeoAsymData01,faceGeoAsymData02,faceGeoAsymData03,faceGeoAsymData04,faceGeoAsymData05,faceGeoAsymData06,faceGeoAsymData07,faceGeoAsymData08,faceGeoAsymData09,faceGeoAsymData10,faceGeoAsymData11,faceGeoAsymData12,faceGeoAsymData13,faceGeoAsymData14,faceGeoAsymData15,faceGeoAsymData16,faceGeoAsymData17,faceGeoAsymData18,faceGeoAsymData19,faceGeoAsymData20,faceGeoAsymData21,faceGeoAsymData22,faceGeoAsymData23,faceGeoAsymData24,faceGeoAsymData25
8079,"一時保存枠80",0,158,138,123,0,120,90,40,0,125,75,48,0,125,75,48,0,120,90,40,0,88,58,8,0,120,90,40,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,103,68,128,128,128,128,128,108,110,138,118,118,118,138,128,128,118,98,148,128,138,128,128,128,128,128,128,148,145,128,128,128,198,128,138,135,138,128,138,110,105,148,138,148,128,128,148,95,148,138,78,128,148,128,128,118,138,128,128,128,128,128,128,128,128,128,128,128,128,128,128,118,155,128,128,128,128,128,128,128,128,128,128,118,108,175,168,128,128,128,128,108,158,88,128,168,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8080,"一時保存枠81",0,150,135,125,5,190,130,80,0,100,110,90,0,100,110,90,1,40,40,20,1,128,128,128,0,150,120,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,118,58,128,128,77,137,157,127,127,167,127,127,137,127,127,127,127,107,127,127,117,147,167,117,117,127,117,157,127,57,127,57,127,127,127,127,157,127,127,157,107,147,117,107,37,127,127,57,137,107,118,127,147,117,117,117,127,137,197,127,127,207,127,47,127,128,128,128,128,128,128,128,165,158,128,128,128,128,128,128,128,128,128,128,138,168,188,128,128,128,128,108,108,108,68,128,128,128,128,128,178,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
8081,"一時保存枠82",0,168,148,133,0,190,130,60,0,130,130,70,0,130,130,70,0,90,90,0,1,150,145,130,0,110,80,30,0,128,128,128,1,100,100,100,181,114,255,15,128,128,128,128,128,158,68,128,128,98,168,108,208,115,158,188,148,168,128,128,168,118,198,128,208,138,168,138,148,128,128,108,158,88,98,128,128,168,128,128,178,208,138,98,128,158,98,128,148,128,128,128,128,188,118,98,118,178,148,98,118,118,158,128,68,128,128,118,148,128,128,128,128,128,128,128,128,188,128,128,128,128,128,128,128,128,128,128,108,148,158,168,128,128,128,128,98,138,98,128,128,128,128,138,43,125,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8082,"一時保存枠83",0,150,135,125,0,80,50,20,0,100,110,90,0,100,110,90,0,40,40,20,0,128,128,128,0,150,120,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,98,78,128,128,127,137,127,127,127,167,127,127,157,127,127,127,127,127,127,127,117,167,127,127,127,127,127,77,127,17,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,107,127,137,117,147,127,117,137,197,127,127,167,127,107,127,128,128,128,128,128,128,128,215,138,128,128,128,128,128,128,128,128,128,118,138,148,158,128,128,128,128,108,138,98,98,128,128,128,118,138,138,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
8083,"一時保存枠84",0,150,135,125,0,90,60,40,0,60,70,80,0,60,70,80,0,90,60,40,1,150,145,130,0,90,60,40,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,68,128,128,108,98,168,186,85,128,68,178,128,128,128,128,128,128,128,138,168,108,128,128,128,128,128,128,128,128,128,128,128,128,128,128,178,128,128,128,128,128,128,128,128,128,128,128,128,128,108,128,128,128,68,138,108,128,128,128,128,128,98,68,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,158,178,128,128,128,128,98,118,98,128,128,128,128,128,113,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8084,"一時保存枠85",0,150,135,125,0,90,60,40,0,60,70,80,0,60,70,80,0,90,60,40,1,150,145,130,0,90,60,40,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,68,128,128,108,98,168,186,85,128,108,178,128,138,118,128,128,128,138,138,168,108,128,128,128,128,128,128,128,128,128,128,128,128,128,128,178,118,128,128,128,128,128,128,178,128,128,128,118,128,108,128,128,128,68,138,108,128,128,128,128,128,98,68,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,158,178,128,128,128,128,98,118,98,128,128,128,128,128,113,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8085,"一時保存枠86",0,150,135,125,0,90,60,40,0,60,70,80,0,60,70,80,0,90,60,40,1,150,145,130,0,90,60,40,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,68,128,128,108,98,168,186,85,128,78,148,158,128,128,148,128,128,128,138,168,108,128,128,128,128,148,68,128,128,128,128,128,128,68,88,178,128,128,128,128,128,128,128,208,128,128,128,128,128,108,128,128,128,68,138,108,128,128,128,128,128,98,68,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,158,178,128,128,128,128,98,118,98,128,128,128,128,128,113,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8086,"一時保存枠87",0,150,135,125,0,90,60,40,0,60,70,80,0,60,70,80,0,90,60,40,1,150,145,130,0,90,60,40,0,128,128,128,0,20,20,20,100,180,0,40,128,128,128,128,128,128,68,128,128,108,98,168,186,85,128,78,148,158,128,128,148,128,128,128,138,168,108,128,128,128,128,148,68,128,128,128,128,128,128,68,88,178,128,128,128,128,128,128,128,208,128,128,128,128,128,108,128,128,128,68,138,108,128,128,128,128,128,98,68,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,158,178,128,128,128,128,98,118,98,128,128,128,128,128,113,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8087,"一時保存枠88",0,148,128,113,2,110,80,50,0,120,90,90,0,120,90,90,0,0,0,0,1,0,0,0,0,0,0,0,0,128,128,128,1,100,100,100,181,114,255,15,128,128,128,128,128,128,58,128,128,135,148,138,138,138,148,118,138,128,128,138,98,138,108,108,148,138,128,118,128,118,128,68,128,118,98,128,178,98,128,108,68,138,168,158,158,178,88,128,168,128,128,128,198,138,78,118,128,108,148,108,98,58,118,88,78,128,108,98,138,128,128,128,128,128,128,128,128,168,148,128,128,128,128,128,128,128,128,128,128,128,128,158,128,128,128,128,108,138,108,88,128,128,0,198,33,245,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8088,"一時保存枠89",0,168,148,133,0,190,130,60,0,130,130,70,0,130,130,70,0,90,90,0,1,150,145,130,0,110,80,30,0,128,128,128,1,100,100,100,181,114,255,15,128,128,128,128,128,158,68,128,128,98,168,108,208,115,158,188,148,168,128,128,168,118,198,128,208,138,168,138,148,128,128,108,158,88,98,128,128,168,128,128,178,208,138,98,128,158,98,128,148,128,128,128,128,188,118,98,118,178,148,98,118,118,158,128,68,128,128,118,148,128,128,128,128,128,128,128,128,188,128,128,128,128,128,128,128,128,128,128,108,148,158,168,128,128,128,128,98,138,98,128,128,128,128,138,43,125,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8089,"一時保存枠90",0,150,140,130,0,190,150,70,1,255,255,255,1,255,255,255,0,192,192,192,1,255,255,255,0,192,192,192,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,58,128,128,138,118,138,138,118,138,118,138,198,118,138,148,138,128,98,108,148,138,118,138,118,128,138,245,138,118,128,138,118,128,138,48,198,158,138,118,138,118,138,118,138,118,138,168,138,138,138,118,138,118,88,98,98,138,38,118,138,118,118,138,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,108,128,98,78,128,128,128,198,98,88,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8090,"一時保存枠91",0,150,135,125,110,220,160,80,0,80,80,30,0,80,80,30,0,70,50,40,0,78,38,0,0,230,180,110,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,68,138,128,128,128,168,138,108,80,178,148,98,138,185,90,148,118,98,138,138,140,108,117,128,128,128,128,128,128,128,128,128,198,128,78,215,198,98,150,100,105,128,108,178,98,150,125,115,205,128,68,128,148,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,138,128,128,128,128,128,128,128,128,128,128,128,98,118,198,158,128,128,128,128,100,178,78,128,128,128,128,128,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8091,"一時保存枠92",0,150,135,125,110,35,15,5,0,110,70,80,0,110,70,80,0,74,40,10,0,78,38,0,0,124,60,10,0,128,128,128,0,25,10,0,100,135,60,0,128,0,0,0,0,93,108,128,128,128,128,128,108,100,178,208,118,188,255,0,148,118,38,138,128,150,128,127,128,128,128,128,138,145,128,128,128,198,128,68,165,148,98,100,20,105,128,18,178,128,0,245,145,255,78,68,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,138,195,148,128,128,128,128,128,128,128,128,128,88,175,155,155,128,128,128,128,80,128,58,128,138,128,128,128,205,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8092,"一時保存枠93",0,150,135,125,110,35,15,5,0,110,70,80,0,110,70,80,0,74,40,10,0,78,38,0,0,124,60,10,0,128,128,128,0,25,10,0,100,135,60,0,128,0,0,0,0,93,108,128,128,128,148,168,108,100,178,208,118,188,255,0,148,118,38,138,98,190,48,77,128,128,128,128,138,145,128,128,128,198,128,68,165,148,98,100,20,105,128,18,178,128,0,245,145,255,78,68,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,138,195,148,128,128,128,128,128,128,128,128,128,88,175,155,155,128,128,128,128,80,128,58,128,138,128,128,128,205,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8093,"一時保存枠94",0,150,135,125,110,35,15,5,0,110,70,80,0,110,70,80,0,74,40,10,0,78,38,0,0,124,60,10,0,128,128,128,0,25,10,0,100,135,60,0,128,0,0,0,0,93,108,128,128,128,148,168,108,100,178,208,118,138,95,100,148,88,108,148,98,190,48,77,128,128,128,128,138,145,128,128,128,198,128,98,165,118,98,100,110,105,128,128,168,98,100,155,145,195,108,68,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,138,195,148,128,128,128,128,128,128,128,128,128,88,175,155,155,128,128,128,128,80,128,58,128,138,128,128,128,205,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8094,"一時保存枠95",0,150,135,125,109,0,0,0,0,110,110,80,0,110,110,80,1,74,40,10,2,148,98,38,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,63,178,128,128,128,128,138,118,90,158,178,138,168,185,80,128,118,78,168,98,160,108,147,128,128,128,118,138,145,128,128,128,148,128,88,165,185,118,160,130,85,138,98,168,68,78,188,95,165,118,98,128,158,228,118,128,118,228,128,128,128,128,128,108,128,128,128,128,128,128,128,128,125,138,128,128,128,128,128,128,128,128,128,100,100,155,138,128,128,148,128,128,138,98,68,158,128,128,128,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8095,"一時保存枠96",0,148,128,113,110,104,40,0,0,110,110,80,0,110,110,80,0,74,40,10,0,148,98,38,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,63,178,128,128,88,128,158,108,100,158,178,138,168,185,80,128,118,78,168,78,150,88,107,128,128,128,118,138,145,128,128,128,148,128,88,185,178,98,160,160,85,138,98,168,68,78,188,105,155,158,98,128,138,128,118,128,118,128,128,128,128,128,128,108,128,128,128,128,128,128,128,138,138,118,128,128,128,128,128,128,128,128,128,88,98,178,148,128,128,128,128,118,158,98,68,138,128,178,198,198,78,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8096,"一時保存枠97",0,140,130,123,110,35,15,5,0,140,130,80,0,140,130,80,0,35,15,5,0,78,38,0,0,35,15,5,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,78,178,128,128,128,178,148,148,90,138,148,158,138,95,100,148,98,118,148,98,150,108,127,128,128,128,128,128,108,128,118,198,118,128,98,185,198,80,120,110,125,148,138,118,108,110,95,125,185,148,98,98,158,138,108,108,108,128,178,158,138,138,128,128,128,128,128,128,128,128,128,128,125,128,128,128,128,128,128,128,128,128,128,108,95,155,148,128,128,128,128,120,138,68,68,128,128,118,98,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8097,"一時保存枠98",0,145,130,120,109,74,30,0,0,110,110,80,0,110,110,80,3,74,40,10,0,148,98,38,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,63,178,128,128,128,128,138,88,90,158,178,138,168,185,110,148,118,128,168,88,150,138,167,128,128,128,128,138,125,128,128,128,148,128,88,165,155,98,130,130,85,108,110,168,88,78,188,75,185,138,98,128,158,228,118,128,108,228,128,128,128,128,128,108,128,128,128,128,128,128,128,128,125,138,128,128,128,128,128,128,128,128,128,100,100,155,138,128,128,148,128,128,148,98,68,158,128,128,128,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8098,"一時保存枠99",0,150,135,125,109,0,0,0,0,110,110,80,0,110,110,80,1,74,40,10,2,148,98,38,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,63,178,128,128,128,128,138,118,90,158,178,138,118,185,80,138,118,88,168,98,160,108,147,128,128,128,118,138,145,128,128,128,148,128,118,165,155,118,128,130,85,138,98,168,68,78,124,115,175,108,98,128,158,228,118,128,118,228,128,128,128,128,128,108,128,128,128,128,128,128,128,138,135,148,128,128,128,128,128,128,128,128,128,90,170,155,148,128,128,148,128,98,128,98,48,168,128,128,128,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8099,"一時保存枠100",0,150,135,125,109,0,0,0,0,110,110,80,0,110,110,80,1,74,40,10,2,148,98,38,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,63,178,128,128,128,128,138,118,90,158,178,138,118,185,80,138,118,88,168,98,160,108,147,128,128,128,118,138,145,128,128,128,148,128,118,165,155,118,108,130,85,138,98,138,68,78,124,75,175,108,98,128,158,228,118,128,118,228,128,128,128,128,128,108,128,128,128,128,128,128,128,138,135,148,128,128,128,128,128,128,128,128,128,90,170,155,148,128,128,148,128,98,128,98,48,168,128,128,128,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8100,"一時保存枠101",0,150,135,125,109,0,0,0,0,110,110,80,0,110,110,80,1,74,40,10,2,148,98,38,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,73,178,128,128,128,128,138,118,90,158,178,138,168,185,80,128,118,78,168,98,160,108,147,128,128,128,118,138,145,128,128,128,148,128,88,165,185,118,160,130,85,138,98,168,68,78,188,95,165,118,98,128,158,228,118,128,118,228,128,128,128,128,128,108,128,128,128,128,128,128,128,128,135,148,128,128,128,128,128,128,128,128,128,80,150,155,148,128,128,148,128,98,128,108,128,168,128,128,108,245,108,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8101,"一時保存枠102",0,148,128,113,0,35,15,5,0,160,100,80,0,160,100,80,0,35,15,5,0,88,58,8,0,35,15,5,0,128,128,128,0,20,20,20,180,100,0,40,128,128,178,68,158,93,148,128,128,128,128,128,118,90,208,148,108,158,128,118,128,138,108,148,118,138,128,148,128,128,128,128,128,128,128,128,128,198,128,118,128,158,148,128,140,145,188,128,158,128,128,148,140,148,128,88,128,108,128,128,118,78,128,128,128,128,128,98,128,128,128,128,128,128,128,128,118,155,128,128,128,128,128,128,128,128,128,128,118,88,145,128,128,128,128,128,128,158,88,68,128,128,128,128,208,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8102,"一時保存枠103",0,155,140,130,108,128,103,55,0,128,128,128,0,128,128,128,1,128,103,55,2,128,128,128,0,128,103,55,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,68,138,128,128,138,168,138,108,80,178,168,98,138,185,90,138,118,98,138,108,150,78,87,138,128,128,98,138,145,128,128,158,148,128,78,215,198,58,150,100,105,128,108,148,98,150,125,115,205,108,88,128,148,138,118,118,138,128,178,128,128,128,118,98,128,128,128,128,128,128,128,128,128,148,128,128,128,128,128,128,128,128,128,128,128,165,165,128,128,128,128,100,178,78,128,198,128,128,128,208,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8103,"一時保存枠104",0,145,130,120,110,35,15,5,0,140,130,80,0,140,130,80,0,35,15,5,0,78,38,0,0,35,15,5,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,78,178,128,128,128,178,148,148,90,138,148,158,138,95,100,148,98,128,158,128,150,108,147,128,128,128,128,128,108,128,118,198,118,128,120,185,255,80,120,110,125,148,138,118,108,110,95,125,185,128,98,98,168,138,108,108,108,128,178,158,138,138,128,128,128,128,128,128,128,128,128,128,125,128,128,128,128,128,128,128,128,128,128,108,95,155,148,128,128,128,128,120,138,98,68,128,128,128,128,208,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8104,"一時保存枠105",0,150,135,125,0,140,110,40,0,160,100,80,0,160,100,80,0,130,110,40,0,88,58,8,0,130,110,40,0,128,128,128,0,20,20,20,180,100,0,40,128,128,178,68,158,133,158,128,128,128,158,128,178,50,208,148,108,188,138,138,168,138,128,158,138,128,248,208,128,128,128,128,138,145,128,128,128,198,128,118,118,158,138,108,130,115,138,98,88,128,88,158,55,168,188,58,128,128,128,128,128,108,128,128,128,128,198,128,128,128,128,128,128,128,128,128,128,155,128,128,128,128,128,128,128,128,128,128,148,88,105,148,128,128,128,128,118,178,98,68,128,128,128,128,208,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8105,"一時保存枠106",0,101,93,86,0,214,160,80,0,110,70,80,0,110,70,80,0,74,40,10,0,148,98,38,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,133,128,128,128,128,128,138,108,100,178,158,98,198,175,150,138,118,108,178,98,130,88,137,128,128,128,128,128,128,128,128,128,198,128,118,205,138,108,130,140,185,68,68,218,98,88,178,145,185,98,88,108,138,128,138,128,68,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,148,128,128,128,128,128,128,128,128,128,108,108,148,128,128,128,128,128,118,158,108,88,128,128,128,128,208,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8106,"一時保存枠107",0,138,118,103,0,20,20,20,0,110,70,80,0,110,70,80,0,20,20,20,0,148,98,38,0,20,20,20,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,63,158,128,128,98,158,158,98,120,158,178,118,178,165,110,148,118,118,168,118,130,98,137,128,128,128,148,158,105,118,128,138,128,128,118,185,168,98,100,120,145,118,108,158,98,88,188,75,175,118,88,128,148,148,128,128,118,128,128,128,128,118,128,128,128,128,128,128,128,128,128,128,128,138,128,128,128,128,128,128,128,128,128,98,108,158,148,128,128,128,128,118,168,108,68,128,128,128,128,208,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8107,"一時保存枠108",0,145,130,120,0,190,150,70,0,160,100,80,0,160,100,80,0,100,70,0,0,88,58,8,0,190,150,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,178,68,158,93,148,128,128,128,128,128,118,90,208,148,108,158,128,118,118,138,88,138,138,118,168,178,128,128,128,128,138,145,128,128,128,198,128,128,98,128,138,128,140,145,188,128,158,88,128,148,135,148,158,88,128,138,128,108,128,98,128,128,128,128,175,128,128,128,128,128,128,128,128,128,138,155,128,128,128,128,128,128,128,128,128,128,118,78,145,138,128,128,128,128,118,178,88,128,148,128,128,128,208,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8108,"一時保存枠109",0,135,128,125,0,118,108,88,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,88,148,128,128,128,128,128,128,78,158,128,115,128,128,128,128,128,98,128,178,118,188,178,128,128,128,128,128,128,128,128,78,188,128,128,128,178,128,128,128,148,118,128,98,118,128,128,58,128,138,88,148,168,128,128,88,108,128,128,198,88,128,128,128,128,128,128,128,128,128,128,118,128,128,128,128,128,128,128,128,128,128,128,128,128,128,138,128,128,128,128,118,98,98,68,138,128,128,128,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8109,"一時保存枠110",0,148,128,113,110,0,0,0,0,110,70,80,0,110,70,80,0,74,40,10,0,78,38,0,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,108,148,128,128,128,128,128,108,100,158,168,148,128,195,80,148,118,98,158,128,100,138,147,128,128,128,128,128,128,128,128,118,178,128,98,165,158,88,140,90,105,128,88,148,128,90,145,115,195,138,98,128,168,128,128,128,108,188,88,118,108,128,98,128,128,128,128,128,128,128,128,118,145,158,128,128,128,128,128,128,128,128,128,118,125,165,128,128,128,128,128,110,138,88,68,158,128,128,128,208,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8110,"一時保存枠111",0,158,138,123,0,190,150,70,0,160,100,80,0,160,100,80,0,100,70,0,0,88,58,8,0,190,150,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,178,68,158,93,148,128,128,128,128,128,118,90,208,148,108,158,128,118,118,138,88,138,138,118,168,178,128,128,128,128,138,145,128,128,128,198,128,128,98,128,138,128,140,145,188,128,158,88,128,148,135,148,158,88,128,138,128,108,128,98,128,128,128,128,175,128,128,128,128,128,128,128,128,128,138,155,128,128,128,128,128,128,128,128,128,128,118,78,145,138,128,128,128,128,118,178,88,128,148,128,128,208,203,215,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8111,"一時保存枠112",0,158,138,123,0,190,150,70,0,160,100,80,0,160,100,80,0,100,70,0,0,88,58,8,0,190,150,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,178,68,158,93,148,128,128,128,128,128,118,90,208,148,108,158,128,118,128,138,108,168,88,138,128,148,128,128,128,128,138,145,128,128,128,198,128,118,168,128,108,128,140,145,188,128,158,128,128,148,135,148,158,88,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,138,155,128,128,128,128,128,128,128,128,128,128,118,78,145,138,128,128,128,128,118,178,88,128,148,128,128,208,203,215,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8112,"一時保存枠113",0,155,140,130,110,128,103,55,0,128,128,128,0,128,128,128,1,128,103,55,2,128,128,128,0,128,103,55,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,68,138,128,128,138,168,138,108,80,188,148,108,138,185,90,138,118,98,138,108,150,78,87,138,128,128,98,138,145,128,128,158,148,128,78,215,198,58,150,100,105,128,108,148,58,150,125,115,205,108,88,128,148,138,118,118,138,128,178,128,128,128,118,98,128,128,128,128,128,128,128,128,128,148,128,128,128,128,128,128,128,128,128,128,128,165,165,128,128,128,128,100,178,78,128,198,128,128,128,208,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8113,"一時保存枠114",0,155,140,130,108,128,103,55,0,128,128,128,0,128,128,128,1,128,103,55,2,128,128,128,0,128,103,55,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,68,138,128,128,138,168,138,108,80,178,168,98,138,185,90,158,118,98,138,108,150,78,87,138,128,128,98,138,145,128,128,158,148,128,78,215,198,58,150,100,105,128,108,148,98,150,125,115,205,108,88,128,148,138,118,118,138,128,178,128,128,128,118,98,128,128,128,128,128,128,128,128,128,148,128,128,128,128,128,128,128,128,128,128,128,165,165,128,128,128,128,100,178,78,128,198,128,128,128,208,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
