ID,Description,logicId,battleGoalID,nearDist,midDist,farDist,outDist,BackHomeLife_OnHitEneWal,goalID_ToCaution,idAttackCannotMove,goalID_ToFind,callHelp_ActionAnimId,callHelp_CallActionId,eye_dist,ear_dist,ear_soundcut_dist,nose_dist,maxBackhomeDist,backhomeDist,backhomeBattleDist,nonBattleActLife,BackHome_LookTargetTime,BackHome_LookTargetDist,SightTargetForgetTime,SoundTargetForgetTime,BattleStartDist,callHelp_MyPeerId,callHelp_CallPeerId,targetSys_DmgEffectRate,TeamAttackEffectivity,eye_angX,eye_angY,ear_angX,ear_angY,callHelp_CallValidMinDistTarget,callHelp_CallValidRange,callHelp_ForgetTimeByArrival,callHelp_MinWaitTime,callHelp_MaxWaitTime,goalAction_ToCaution,goalAction_ToFind,callHelp_ReplyBehaviorType,disablePathMove,skipArrivalVisibleCheck,thinkAttr_doAdmirer,enableNaviFlg_Edge:1,enableNaviFlg_LargeSpace:1,enableNaviFlg_Ladder:1,enableNaviFlg_Hole:1,enableNaviFlg_Door:1,enableNaviFlg_InSideWall:1,enableNaviFlg_Edge_Ordinary:1,eyeDist_forDark,battleStartDist_forDark,eyeDist_forPitchDark,battleStartDist_forPitchDark,platoonReplyTime,platoonReplyAddRandomTime,eye_BackOffsetDist,eye_BeginDist,target_ArriveDist,point_ArriveDist,changeStateAction_ToFind,changeStateAction_ToCaution,changeStateAction_ToBattle,goalAction_ToDisappear,disableLocalSteering,actTypeOnFailedPath,interestCategory,goalAction_ToInterest,goalID_ToInterest,changeStateAction_ToInterest,changeStateAction_ToNormal
216001,"SP　滅びの炎の眷属（帽子なし）",10000,216000,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,30,10,0,0,100,80,6,5,10,20,150,150,20,0,0,100,0,70,80,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
216080,"滅びの炎の眷属　ダンジョン用",10000,216000,2.0,4.0,10.0,20.0,5.0,0,3000,0,0,0,12,10,0,0,100,80,6,5,10,20,150,150,20,0,0,100,0,70,80,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,1,10,12,6,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,2,0,0,0
216081,"滅びの炎の眷属（帽子なし）　ダンジョン用",10000,216000,2.0,4.0,10.0,20.0,5.0,0,3000,0,0,0,12,10,0,0,100,80,6,5,10,20,150,150,20,0,0,100,0,70,80,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,1,10,12,6,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,2,0,0,0
216090,"滅びの炎の眷属【BOSS】　ダンジョン用",10000,216000,2.0,4.0,10.0,100.0,0.0,0,3000,0,0,0,30,10,0,100,9999,9999,9999,5,10,20,150,150,100,0,0,100,0,70,80,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,0,100,2,0,0,0
216091,"滅びの炎の眷属（帽子なし）【BOSS】　ダンジョン用",10000,216000,2.0,4.0,10.0,100.0,0.0,0,3000,0,0,0,30,10,0,100,9999,9999,9999,5,10,20,150,150,100,0,0,100,0,70,80,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,0,100,2,0,0,0
216180,"滅びの炎の眷属　ダンジョン用",10000,216000,2.0,4.0,10.0,20.0,5.0,0,3000,0,0,0,12,10,0,0,100,80,6,5,10,20,150,150,20,0,0,100,0,70,80,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,1,10,12,6,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,2,0,0,0
217000,"森　蛇沼からの使者(頭蛇表示済み)",10000,217000,2.0,4.0,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,20,80,90,180,0,0,20,0,0,1,2,1,0,0,0,1,1,0,0,0,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
217001,"森　蛇沼からの使者(頭蛇未表示)",10000,217000,2.0,4.0,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,20,80,90,180,0,0,20,0,0,1,2,1,0,0,0,1,1,0,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
217002,"森　蛇沼からの使者(頭蛇表示済み)",10000,217000,2.0,4.0,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,20,80,90,180,0,0,20,0,0,1,2,1,0,0,0,1,1,0,0,0,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
218000,"生贄　銀の獣の眷属",10000,218000,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,30,10,0,0,100,80,6,5,10,20,150,150,24,0,0,100,100,30,75,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
218010,"生贄　銀の獣の眷属（寄生虫）",10000,218010,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,30,10,0,0,100,80,6,5,10,20,150,150,24,0,0,100,100,30,75,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
218020,"生贄　銀の獣の眷属（4脚）",10000,218000,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,30,10,0,0,100,80,6,5,10,20,150,150,24,0,0,100,100,30,75,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
218030,"生贄　銀の獣の眷属（4脚）（寄生虫）",10000,218010,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,30,10,0,0,100,80,6,5,10,20,150,150,24,0,0,100,100,30,75,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
218080,"銀の獣の眷属　ダンジョン用",10000,218000,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,12,10,0,0,100,80,6,5,10,20,150,150,24,0,0,100,100,30,75,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,101,2,0,0,0
218081,"生贄　銀の獣の眷属（寄生虫）",10000,218010,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,12,10,0,0,100,80,6,5,10,20,150,150,24,0,0,100,100,30,75,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,101,2,0,0,0
218082,"生贄　銀の獣の眷属（4脚）",10000,218000,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,12,10,0,0,100,80,6,5,10,20,150,150,24,0,0,100,100,30,75,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,101,2,0,0,0
218083,"生贄　銀の獣の眷属（4脚）（寄生虫）",10000,218010,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,12,10,0,0,100,80,6,5,10,20,150,150,24,0,0,100,100,30,75,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,101,2,0,0,0
218085,"銀の獣の眷属　特殊待機時　ダンジョン用",10000,218000,2.0,4.0,10.0,30.0,5.0,0,3000,0,0,0,5,5,4,0,100,80,6,5,10,20,150,150,24,0,0,100,25,30,75,60,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,12,1,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,101,2,0,0,0
218090,"銀の獣の眷属【BOSS】　ダンジョン用",10000,218000,2.0,4.0,10.0,100.0,0.0,0,3000,0,0,0,30,10,0,100,9999,9999,9999,5,10,20,150,150,100,0,0,100,0,70,75,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,0,100,2,0,0,0
218091,"銀の獣の眷属（寄生虫）【BOSS】　ダンジョン用",10000,218010,2.0,4.0,10.0,100.0,0.0,0,3000,0,0,0,30,10,0,100,9999,9999,9999,5,10,20,150,150,100,0,0,100,0,70,75,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,0,100,2,0,0,0
218092,"銀の獣の眷属（4脚）【BOSS】　ダンジョン用",10000,218000,2.0,4.0,10.0,100.0,0.0,0,3000,0,0,0,30,10,0,100,9999,9999,9999,5,10,20,150,150,100,0,0,100,0,70,75,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,0,100,2,0,0,0
218093,"銀の獣の眷属（4脚）（寄生虫）【BOSS】　ダンジョン用",10000,218010,2.0,4.0,10.0,100.0,0.0,0,3000,0,0,0,30,10,0,100,9999,9999,9999,5,10,20,150,150,100,0,0,100,0,30,75,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,0,100,2,0,0,0
218180,"銀の獣の眷属　ダンジョン用",10000,218000,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,12,10,0,0,100,80,6,5,10,20,150,150,24,0,0,100,100,30,75,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,101,2,0,0,0
218181,"銀の獣の眷属（寄生虫）　ダンジョン用",10000,218010,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,12,10,0,0,100,80,6,5,10,20,150,150,24,0,0,100,100,30,75,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,101,2,0,0,0
218300,"故郷　銀の獣の眷属",10000,218000,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,20,10,0,0,100,80,6,5,10,20,150,150,24,0,0,100,100,30,60,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
218301,"故郷　銀の獣の眷属　専用ロジック",218000,218000,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,20,10,0,0,100,80,6,5,10,20,150,150,24,0,0,100,100,30,60,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
218310,"故郷　銀の獣の眷属（寄生虫）",10000,218010,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,20,10,0,0,100,80,6,5,10,20,150,150,24,0,0,100,100,30,60,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
218311,"故郷　銀の獣の眷属（寄生虫）　専用ロジック",218000,218010,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,20,10,0,0,100,80,6,5,10,20,150,150,24,0,0,100,100,30,60,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
218320,"故郷　銀の獣の眷属（4脚）",10000,218000,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,20,10,0,0,100,80,6,5,10,20,150,150,24,0,0,100,100,30,60,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
218390,"故郷　銀の獣の眷属 特殊待機共通",10000,218000,4.0,8.0,15.0,30.0,5.0,0,3000,0,0,0,0,10,0,0,75,50,6,5,10,20,150,150,0,0,0,100,25,0,0,90,180,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0.0,0.0,3,3,1.0,1.0,0,0,0,0,0,2,100,3,0,0,0
218600,"トラップロード　銀の獣の眷属",10000,218000,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,25,10,0,0,100,80,6,5,10,20,150,150,20,0,0,100,0,70,80,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
218610,"トラップロード　銀の獣の眷属（寄生虫）",10000,218010,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,25,10,0,0,100,80,6,5,10,20,150,150,20,0,0,100,0,70,80,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
218620,"トラップロード　銀の獣の眷属（4脚）",10000,218000,2.0,4.0,10.0,100.0,5.0,0,3000,0,0,0,25,10,0,0,100,80,6,5,10,20,150,150,20,0,0,100,0,70,80,90,180,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
219000,"SP　寄生虫",10000,219000,1.5,3.5,10.0,20.0,6.0,0,3000,0,0,0,20,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,70,80,90,180,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,1,10,10,7,7,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
219080,"寄生虫　ダンジョン用",10000,219000,1.5,3.5,10.0,20.0,6.0,0,3000,0,0,0,10,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,70,80,90,180,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,1,8,10,6,7,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,101,1,0,0,0
219300,"故郷　寄生虫",10000,219000,1.5,3.5,10.0,20.0,6.0,0,3000,0,0,0,20,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,70,80,90,180,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,1,10,10,7,7,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
219400,"森/聖B接続　寄生虫",10000,219000,1.5,3.5,10.0,20.0,6.0,0,3000,0,0,0,8,10,0,0,75,50,6,5,10,20,150,150,5,0,0,100,25,70,40,90,180,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,1,4,2,3,2,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
219500,"古城　寄生虫",10000,219000,1.5,3.5,10.0,20.0,6.0,0,3000,0,0,0,8,10,0,0,75,50,6,5,10,20,150,150,5,0,0,100,25,50,40,90,180,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,1,4,2,3,2,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
219600,"トラップロード　寄生虫",10000,219000,1.5,3.5,10.0,20.0,6.0,0,3000,0,0,0,8,10,0,0,75,50,6,5,10,20,150,150,5,0,0,100,25,50,40,90,180,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,1,4,2,3,2,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
225000,"トラップロード　牢番A　剣のみ＋クロスボウ",225000,225000,1.5,3.5,10.0,20.0,5.0,0,3027,0,-1,0,20,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,70,75,90,180,0,0,20,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,10,10,8,8,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
225010,"トラップロード　牢番A　剣＋盾",225000,225010,1.5,3.5,10.0,20.0,5.0,0,3027,0,-1,0,20,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,70,75,90,180,0,0,20,0,0,1,2,1,0,0,1,1,1,1,0,1,0,1,10,10,8,8,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
225020,"トラップロード　牢番A　鞭（キャットオブナインテイル）",225000,225020,1.5,3.5,10.0,20.0,5.0,0,3027,0,-1,0,20,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,70,75,90,180,0,0,20,0,0,1,2,1,0,0,1,1,1,1,0,1,0,1,10,10,8,8,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
225030,"トラップロード　牢番A　剣のみ",225000,225030,1.5,3.5,10.0,20.0,5.0,0,3027,0,-1,0,20,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,70,75,90,180,0,0,20,0,0,1,2,1,0,0,1,1,1,1,0,1,0,1,10,10,8,8,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
225031,"トラップロード　牢番A　剣のみ　視覚範囲短縮",225000,225030,1.5,3.5,10.0,20.0,5.0,0,3027,0,-1,0,10,10,0,0,75,50,6,5,10,20,150,150,7,0,0,100,25,25,75,90,180,0,0,20,0,0,1,2,1,0,0,1,1,1,1,0,1,0,1,5,5,4,3,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
225040,"トラップロード　牢番A　クロスボウのみ",225000,225000,1.5,3.5,10.0,20.0,5.0,0,3027,0,-1,0,20,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,70,75,90,180,0,0,20,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,10,10,8,8,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
225050,"トラップロード　牢番A　素手（弱そう）",225000,225040,1.5,3.5,10.0,20.0,5.0,0,3027,0,-1,0,10,10,0,0,75,50,6,5,10,20,150,150,7,0,0,100,25,25,75,90,180,0,0,20,0,0,1,2,1,0,0,1,1,1,1,0,1,0,1,5,5,4,3,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
225060,"SP　牢番A　剣のみ＋クロスボウ　古城用　客室",225000,225000,1.5,3.5,10.0,20.0,5.0,0,3027,0,-1,0,20,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,70,38,90,180,0,0,20,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,10,10,8,8,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
225061,"SP　牢番A　剣のみ＋クロスボウ　古城用　書庫　（長距離狙撃）",225000,225000,1.5,3.5,10.0,20.0,5.0,0,3027,0,-1,0,40,10,0,0,75,50,6,5,10,20,150,150,40,0,0,100,25,70,14,90,180,0,0,20,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,10,40,8,40,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
225062,"SP　牢番A　剣のみ＋クロスボウ　古城用　書庫１階　（汎用）",225000,225000,1.5,3.5,10.0,20.0,5.0,0,3027,0,-1,0,20,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,70,15,90,180,0,0,20,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,10,10,8,8,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
225063,"SP　牢番A　剣のみ＋クロスボウ　古城用　書庫２階　（汎用）",225000,225000,1.5,3.5,10.0,20.0,5.0,0,3027,0,-1,0,27,10,0,0,75,50,6,5,10,20,150,150,27,0,0,100,25,70,17,90,180,0,0,20,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,10,27,8,27,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
225064,"SP　牢番A　剣のみ＋クロスボウ　古城用　書庫１階　（落下）",225000,225000,1.5,3.5,10.0,20.0,5.0,0,3027,0,-1,0,20,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,70,15,90,180,0,0,20,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,10,10,8,8,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
225065,"SP　牢番A　剣のみ　古城用　書庫２階（近接）",225000,225030,1.5,3.5,10.0,20.0,5.0,0,3027,0,-1,0,10,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,70,20,90,180,0,0,20,0,0,3,3,1,0,0,1,1,1,1,0,1,0,1,10,10,8,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
225080,"SP　牢番A　剣のみ＋クロスボウ　ダンジョン用",10000,225000,1.5,3.5,10.0,20.0,5.0,0,3027,0,-1,0,15,1,0,0,50,30,6,5,10,20,150,150,20,0,0,100,25,45,60,45,180,0,0,20,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,10,10,7,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
225082,"SP　牢番A　剣のみ＋クロスボウ　ダンジョン用　不意打ち用",10000,225000,1.5,3.5,10.0,20.0,5.0,0,3027,0,-1,0,15,1,0,0,50,30,6,5,10,20,150,150,20,0,0,100,25,45,60,45,180,0,0,20,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,10,10,7,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
225084,"SP　牢番A　剣のみ＋クロスボウ　ダンジョン用　押し出し敵用",10000,225000,1.5,3.5,10.0,20.0,5.0,0,3027,0,-1,0,15,1,0,0,50,30,6,5,10,20,150,150,20,0,0,100,25,45,60,45,180,0,0,20,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,10,10,7,8,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
225090,"代用　ダンジョンA　ボス",10000,225000,3.0,5.0,10.0,40.0,0.0,0,3000,0,0,0,10,10,0,0,9999,9998,9999,5,10,20,150,150,100,0,0,100,100,70,80,90,180,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,5,50,3,33,0.0,0.0,3,3,1.0,1.0,0,0,0,0,0,2,100,3,0,0,0
226000,"トラップロード　牢番B　鎖鞭",10000,226000,3.0,5.0,10.0,30.0,5.0,0,3000,0,0,0,20,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,50,70,80,90,180,0,0,0,0,0,2,2,0,0,0,0,1,1,1,0,1,0,1,10,10,7,7,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
226001,"トラップロード　牢番B　鎖鞭 牢屋のドアを開ける",10004,226000,3.0,5.0,10.0,30.0,5.0,0,3000,0,0,0,20,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,50,70,80,90,180,0,0,0,0,0,2,2,0,0,0,0,1,1,1,0,1,0,1,10,10,7,7,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
226002,"トラップロード　牢番B　鎖鞭　視覚距離短縮1",10000,226000,3.0,5.0,9.0,10.0,5.0,0,3000,0,0,0,9,2,0,0,30,25,6,5,10,20,150,150,20,0,0,100,50,13,21,90,180,0,0,0,0,0,3,3,0,0,0,0,1,1,1,0,1,0,1,4,10,3,7,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
226003,"トラップロード　牢番B　鎖鞭　視覚距離短縮2",10000,226000,3.0,5.0,9.0,10.0,5.0,0,3000,0,0,0,9,2,0,0,30,25,6,5,10,20,150,150,20,0,0,100,50,70,21,90,180,0,0,0,0,0,3,3,0,0,0,0,1,1,1,0,1,0,1,4,10,3,7,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
226004,"トラップロード　牢番B　鎖鞭　視覚距離短縮3　中ボス部屋用",10000,226000,3.0,5.0,10.0,30.0,5.0,0,3000,0,0,0,7,0,20,0,75,50,6,5,10,20,150,150,20,0,0,100,50,70,30,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,0,1,0,1,4,10,2,7,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
226010,"トラップロード　牢番B　オーブ",10000,226010,3.0,5.0,10.0,30.0,5.0,0,3000,0,0,0,20,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,50,70,80,90,180,0,0,0,0,0,2,2,0,0,0,0,1,1,1,0,1,0,1,10,10,7,7,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
226011,"トラップロード　牢番B　オーブ　視覚距離短縮",10000,226010,3.0,5.0,10.0,30.0,5.0,0,3000,0,0,0,15,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,50,22,80,90,180,0,0,0,0,0,2,2,0,0,0,0,1,1,1,0,1,0,1,8,10,5,7,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
226080,"SP　牢番B　鎖鞭　ダンジョン用",10000,226000,3.0,5.0,10.0,20.0,5.0,0,3000,0,0,0,10,1,0,0,50,30,6,5,10,20,150,150,20,0,0,100,100,45,60,45,180,0,0,0,0,0,3,2,0,0,0,0,1,1,1,0,1,0,0,7,10,5,7,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
226081,"SP　牢番B　オーブ　ダンジョン用",10000,226010,3.0,5.0,10.0,20.0,5.0,0,3000,0,0,0,10,1,0,0,50,30,6,5,10,20,150,150,20,0,0,100,100,45,60,45,180,0,0,0,0,0,3,2,0,0,0,0,1,1,1,0,1,0,0,7,10,5,7,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
230000,"SP　王の悪霊　下級の王 槍",10000,230000,2.0,4.0,10.0,20.0,5.0,0,3000,0,0,0,30,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,70,80,90,180,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
230001,"SP　王の悪霊　下級の王 槍　古城　専守15m",10000,230000,2.0,4.0,10.0,20.0,5.0,0,3000,0,0,0,20,10,0,0,75,50,6,5,10,20,150,150,15,0,0,100,25,70,80,90,180,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
230010,"SP　王の悪霊　下級の王　剣オーブ",10000,230010,2.0,4.0,10.0,20.0,5.0,0,3000,0,0,0,30,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,70,80,90,180,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,15,12,10,8,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
