ID,Description,speffectId,categoryId,effectRank,rankMin,rankMax,disposalPrice,gemIconIdOffset,sortId:14,sortCategory:2,gemNameIdOffset,speffectId_forAtk
65401,攻撃力【物理】倍率+ cost4 rank1,26401,169400,1,0,100,40,0,4,0,1600,-1
65402,攻撃力【物理】倍率+ cost4 rank2,26402,169400,2,0,100,80,0,10,0,1600,-1
65403,攻撃力【物理】倍率+ cost4 rank3,26403,169400,3,0,100,120,0,16,0,1600,-1
65404,攻撃力【物理】倍率+ cost4 rank4,26404,169400,4,0,100,160,0,22,0,1600,-1
65405,攻撃力【物理】倍率+ cost4 rank5,26405,169400,5,0,100,200,1,28,0,1601,-1
65406,攻撃力【物理】倍率+ cost4 rank6,26406,169400,6,0,100,240,1,34,0,1601,-1
65407,攻撃力【物理】倍率+ cost4 rank7,26407,169400,7,0,100,280,1,40,0,1601,-1
65408,攻撃力【物理】倍率+ cost4 rank8,26408,169400,8,0,100,320,2,46,0,1602,-1
65409,攻撃力【物理】倍率+ cost4 rank9,26409,169400,9,0,100,360,2,52,0,1602,-1
65410,攻撃力【物理】倍率+ cost4 rank10,26410,169400,10,0,100,400,2,58,0,1602,-1
65411,攻撃力【物理】倍率+ cost4 rank11,26411,169400,11,0,100,440,3,64,0,1603,-1
65412,攻撃力【物理】倍率+ cost4 rank12,26412,169400,12,0,100,480,3,70,0,1603,-1
65413,攻撃力【物理】倍率+ cost4 rank13,26413,169400,13,0,100,520,3,76,0,1603,-1
65414,攻撃力【物理】倍率+ cost4 rank14,26414,169400,14,0,100,560,4,82,0,1604,-1
65415,攻撃力【物理】倍率+ cost4 rank15,26415,169400,15,0,100,600,4,88,0,1604,-1
65416,攻撃力【物理】倍率+ cost4 rank16,26416,169400,16,0,100,640,4,94,0,1604,-1
65417,攻撃力【物理】倍率+ cost4 rank17,26417,169400,17,0,100,680,5,100,0,1605,-1
65418,攻撃力【物理】倍率+ cost4 rank18,26418,169400,18,0,100,720,5,106,0,1605,-1
65419,攻撃力【物理】倍率+ cost4 rank19,26419,169400,19,0,100,760,5,112,0,1605,-1
65420,攻撃力【物理】倍率+ cost4 rank20,26420,169400,20,0,100,800,6,118,0,1606,-1
65501,攻撃力【物理】倍率+ cost5 rank1,26501,169500,1,0,100,50,0,5,0,1600,-1
65502,攻撃力【物理】倍率+ cost5 rank2,26502,169500,2,0,100,100,0,11,0,1600,-1
65503,攻撃力【物理】倍率+ cost5 rank3,26503,169500,3,0,100,150,0,17,0,1600,-1
65504,攻撃力【物理】倍率+ cost5 rank4,26504,169500,4,0,100,200,0,23,0,1600,-1
65505,攻撃力【物理】倍率+ cost5 rank5,26505,169500,5,0,100,250,1,29,0,1601,-1
65506,攻撃力【物理】倍率+ cost5 rank6,26506,169500,6,0,100,300,1,35,0,1601,-1
65507,攻撃力【物理】倍率+ cost5 rank7,26507,169500,7,0,100,350,1,41,0,1601,-1
65508,攻撃力【物理】倍率+ cost5 rank8,26508,169500,8,0,100,400,2,47,0,1602,-1
65509,攻撃力【物理】倍率+ cost5 rank9,26509,169500,9,0,100,450,2,53,0,1602,-1
65510,攻撃力【物理】倍率+ cost5 rank10,26510,169500,10,0,100,500,2,59,0,1602,-1
65511,攻撃力【物理】倍率+ cost5 rank11,26511,169500,11,0,100,550,3,65,0,1603,-1
65512,攻撃力【物理】倍率+ cost5 rank12,26512,169500,12,0,100,600,3,71,0,1603,-1
65513,攻撃力【物理】倍率+ cost5 rank13,26513,169500,13,0,100,650,3,77,0,1603,-1
65514,攻撃力【物理】倍率+ cost5 rank14,26514,169500,14,0,100,700,4,83,0,1604,-1
65515,攻撃力【物理】倍率+ cost5 rank15,26515,169500,15,0,100,750,4,89,0,1604,-1
65516,攻撃力【物理】倍率+ cost5 rank16,26516,169500,16,0,100,800,4,95,0,1604,-1
65517,攻撃力【物理】倍率+ cost5 rank17,26517,169500,17,0,100,850,5,101,0,1605,-1
65518,攻撃力【物理】倍率+ cost5 rank18,26518,169500,18,0,100,900,5,107,0,1605,-1
65519,攻撃力【物理】倍率+ cost5 rank19,26519,169500,19,0,100,950,5,113,0,1605,-1
65520,攻撃力【物理】倍率+ cost5 rank20,26520,169500,20,0,100,1000,6,119,0,1606,-1
65601,攻撃力【物理】倍率+ cost6 rank1,26601,169600,1,0,100,60,0,6,0,1600,-1
65602,攻撃力【物理】倍率+ cost6 rank2,26602,169600,2,0,100,120,0,12,0,1600,-1
65603,攻撃力【物理】倍率+ cost6 rank3,26603,169600,3,0,100,180,0,18,0,1600,-1
65604,攻撃力【物理】倍率+ cost6 rank4,26604,169600,4,0,100,240,0,24,0,1600,-1
65605,攻撃力【物理】倍率+ cost6 rank5,26605,169600,5,0,100,300,1,30,0,1601,-1
65606,攻撃力【物理】倍率+ cost6 rank6,26606,169600,6,0,100,360,1,36,0,1601,-1
65607,攻撃力【物理】倍率+ cost6 rank7,26607,169600,7,0,100,420,1,42,0,1601,-1
65608,攻撃力【物理】倍率+ cost6 rank8,26608,169600,8,0,100,480,2,48,0,1602,-1
65609,攻撃力【物理】倍率+ cost6 rank9,26609,169600,9,0,100,540,2,54,0,1602,-1
65610,攻撃力【物理】倍率+ cost6 rank10,26610,169600,10,0,100,600,2,60,0,1602,-1
65611,攻撃力【物理】倍率+ cost6 rank11,26611,169600,11,0,100,660,3,66,0,1603,-1
65612,攻撃力【物理】倍率+ cost6 rank12,26612,169600,12,0,100,720,3,72,0,1603,-1
65613,攻撃力【物理】倍率+ cost6 rank13,26613,169600,13,0,100,780,3,78,0,1603,-1
65614,攻撃力【物理】倍率+ cost6 rank14,26614,169600,14,0,100,840,4,84,0,1604,-1
65615,攻撃力【物理】倍率+ cost6 rank15,26615,169600,15,0,100,900,4,90,0,1604,-1
65616,攻撃力【物理】倍率+ cost6 rank16,26616,169600,16,0,100,960,4,96,0,1604,-1
65617,攻撃力【物理】倍率+ cost6 rank17,26617,169600,17,0,100,1020,5,102,0,1605,-1
65618,攻撃力【物理】倍率+ cost6 rank18,26618,169600,18,0,100,1080,5,108,0,1605,-1
65619,攻撃力【物理】倍率+ cost6 rank19,26619,169600,19,0,100,1140,5,114,0,1605,-1
65620,攻撃力【物理】倍率+ cost6 rank20,26620,169600,20,0,100,1200,6,120,0,1606,-1
66101,攻撃力【物理】倍率+ cost1 rank1,26101,168100,1,0,100,10,0,1,0,1600,-1
66102,攻撃力【物理】倍率+ cost1 rank2,26102,168100,2,0,100,20,0,7,0,1600,-1
66103,攻撃力【物理】倍率+ cost1 rank3,26103,168100,3,0,100,30,0,13,0,1600,-1
66104,攻撃力【物理】倍率+ cost1 rank4,26104,168100,4,0,100,40,0,19,0,1600,-1
66105,攻撃力【物理】倍率+ cost1 rank5,26105,168100,5,0,100,50,1,25,0,1601,-1
66106,攻撃力【物理】倍率+ cost1 rank6,26106,168100,6,0,100,60,1,31,0,1601,-1
66107,攻撃力【物理】倍率+ cost1 rank7,26107,168100,7,0,100,70,1,37,0,1601,-1
66108,攻撃力【物理】倍率+ cost1 rank8,26108,168100,8,0,100,80,2,43,0,1602,-1
66109,攻撃力【物理】倍率+ cost1 rank9,26109,168100,9,0,100,90,2,49,0,1602,-1
66110,攻撃力【物理】倍率+ cost1 rank10,26110,168100,10,0,100,100,2,55,0,1602,-1
66111,攻撃力【物理】倍率+ cost1 rank11,26111,168100,11,0,100,110,3,61,0,1603,-1
66112,攻撃力【物理】倍率+ cost1 rank12,26112,168100,12,0,100,120,3,67,0,1603,-1
66113,攻撃力【物理】倍率+ cost1 rank13,26113,168100,13,0,100,130,3,73,0,1603,-1
66114,攻撃力【物理】倍率+ cost1 rank14,26114,168100,14,0,100,140,4,79,0,1604,-1
66115,攻撃力【物理】倍率+ cost1 rank15,26115,168100,15,0,100,150,4,85,0,1604,-1
66116,攻撃力【物理】倍率+ cost1 rank16,26116,168100,16,0,100,160,4,91,0,1604,-1
66117,攻撃力【物理】倍率+ cost1 rank17,26117,168100,17,0,100,170,5,97,0,1605,-1
66118,攻撃力【物理】倍率+ cost1 rank18,26118,168100,18,0,100,180,5,103,0,1605,-1
66119,攻撃力【物理】倍率+ cost1 rank19,26119,168100,19,0,100,190,5,109,0,1605,-1
66120,攻撃力【物理】倍率+ cost1 rank20,26120,168100,20,0,100,200,6,115,0,1606,-1
66201,攻撃力【物理】倍率+ cost2 rank1,26201,168200,1,0,100,20,0,2,0,1600,-1
66202,攻撃力【物理】倍率+ cost2 rank2,26202,168200,2,0,100,40,0,8,0,1600,-1
66203,攻撃力【物理】倍率+ cost2 rank3,26203,168200,3,0,100,60,0,14,0,1600,-1
66204,攻撃力【物理】倍率+ cost2 rank4,26204,168200,4,0,100,80,0,20,0,1600,-1
66205,攻撃力【物理】倍率+ cost2 rank5,26205,168200,5,0,100,100,1,26,0,1601,-1
66206,攻撃力【物理】倍率+ cost2 rank6,26206,168200,6,0,100,120,1,32,0,1601,-1
66207,攻撃力【物理】倍率+ cost2 rank7,26207,168200,7,0,100,140,1,38,0,1601,-1
66208,攻撃力【物理】倍率+ cost2 rank8,26208,168200,8,0,100,160,2,44,0,1602,-1
66209,攻撃力【物理】倍率+ cost2 rank9,26209,168200,9,0,100,180,2,50,0,1602,-1
66210,攻撃力【物理】倍率+ cost2 rank10,26210,168200,10,0,100,200,2,56,0,1602,-1
66211,攻撃力【物理】倍率+ cost2 rank11,26211,168200,11,0,100,220,3,62,0,1603,-1
66212,攻撃力【物理】倍率+ cost2 rank12,26212,168200,12,0,100,240,3,68,0,1603,-1
66213,攻撃力【物理】倍率+ cost2 rank13,26213,168200,13,0,100,260,3,74,0,1603,-1
66214,攻撃力【物理】倍率+ cost2 rank14,26214,168200,14,0,100,280,4,80,0,1604,-1
66215,攻撃力【物理】倍率+ cost2 rank15,26215,168200,15,0,100,300,4,86,0,1604,-1
66216,攻撃力【物理】倍率+ cost2 rank16,26216,168200,16,0,100,320,4,92,0,1604,-1
66217,攻撃力【物理】倍率+ cost2 rank17,26217,168200,17,0,100,340,5,98,0,1605,-1
66218,攻撃力【物理】倍率+ cost2 rank18,26218,168200,18,0,100,360,5,104,0,1605,-1
66219,攻撃力【物理】倍率+ cost2 rank19,26219,168200,19,0,100,380,5,110,0,1605,-1
66220,攻撃力【物理】倍率+ cost2 rank20,26220,168200,20,0,100,400,6,116,0,1606,-1
66301,攻撃力【物理】倍率+ cost3 rank1,26301,168300,1,0,100,30,0,3,0,1600,-1
66302,攻撃力【物理】倍率+ cost3 rank2,26302,168300,2,0,100,60,0,9,0,1600,-1
66303,攻撃力【物理】倍率+ cost3 rank3,26303,168300,3,0,100,90,0,15,0,1600,-1
66304,攻撃力【物理】倍率+ cost3 rank4,26304,168300,4,0,100,120,0,21,0,1600,-1
66305,攻撃力【物理】倍率+ cost3 rank5,26305,168300,5,0,100,150,1,27,0,1601,-1
66306,攻撃力【物理】倍率+ cost3 rank6,26306,168300,6,0,100,180,1,33,0,1601,-1
66307,攻撃力【物理】倍率+ cost3 rank7,26307,168300,7,0,100,210,1,39,0,1601,-1
66308,攻撃力【物理】倍率+ cost3 rank8,26308,168300,8,0,100,240,2,45,0,1602,-1
66309,攻撃力【物理】倍率+ cost3 rank9,26309,168300,9,0,100,270,2,51,0,1602,-1
66310,攻撃力【物理】倍率+ cost3 rank10,26310,168300,10,0,100,300,2,57,0,1602,-1
66311,攻撃力【物理】倍率+ cost3 rank11,26311,168300,11,0,100,330,3,63,0,1603,-1
66312,攻撃力【物理】倍率+ cost3 rank12,26312,168300,12,0,100,360,3,69,0,1603,-1
66313,攻撃力【物理】倍率+ cost3 rank13,26313,168300,13,0,100,390,3,75,0,1603,-1
66314,攻撃力【物理】倍率+ cost3 rank14,26314,168300,14,0,100,420,4,81,0,1604,-1
66315,攻撃力【物理】倍率+ cost3 rank15,26315,168300,15,0,100,450,4,87,0,1604,-1
66316,攻撃力【物理】倍率+ cost3 rank16,26316,168300,16,0,100,480,4,93,0,1604,-1
66317,攻撃力【物理】倍率+ cost3 rank17,26317,168300,17,0,100,510,5,99,0,1605,-1
66318,攻撃力【物理】倍率+ cost3 rank18,26318,168300,18,0,100,540,5,105,0,1605,-1
66319,攻撃力【物理】倍率+ cost3 rank19,26319,168300,19,0,100,570,5,111,0,1605,-1
66320,攻撃力【物理】倍率+ cost3 rank20,26320,168300,20,0,100,600,6,117,0,1606,-1
66401,攻撃力【物理】倍率+ cost4 rank1,26401,168400,1,0,100,40,0,4,0,1600,-1
66402,攻撃力【物理】倍率+ cost4 rank2,26402,168400,2,0,100,80,0,10,0,1600,-1
66403,攻撃力【物理】倍率+ cost4 rank3,26403,168400,3,0,100,120,0,16,0,1600,-1
66404,攻撃力【物理】倍率+ cost4 rank4,26404,168400,4,0,100,160,0,22,0,1600,-1
66405,攻撃力【物理】倍率+ cost4 rank5,26405,168400,5,0,100,200,1,28,0,1601,-1
66406,攻撃力【物理】倍率+ cost4 rank6,26406,168400,6,0,100,240,1,34,0,1601,-1
66407,攻撃力【物理】倍率+ cost4 rank7,26407,168400,7,0,100,280,1,40,0,1601,-1
66408,攻撃力【物理】倍率+ cost4 rank8,26408,168400,8,0,100,320,2,46,0,1602,-1
66409,攻撃力【物理】倍率+ cost4 rank9,26409,168400,9,0,100,360,2,52,0,1602,-1
66410,攻撃力【物理】倍率+ cost4 rank10,26410,168400,10,0,100,400,2,58,0,1602,-1
66411,攻撃力【物理】倍率+ cost4 rank11,26411,168400,11,0,100,440,3,64,0,1603,-1
66412,攻撃力【物理】倍率+ cost4 rank12,26412,168400,12,0,100,480,3,70,0,1603,-1
66413,攻撃力【物理】倍率+ cost4 rank13,26413,168400,13,0,100,520,3,76,0,1603,-1
66414,攻撃力【物理】倍率+ cost4 rank14,26414,168400,14,0,100,560,4,82,0,1604,-1
66415,攻撃力【物理】倍率+ cost4 rank15,26415,168400,15,0,100,600,4,88,0,1604,-1
66416,攻撃力【物理】倍率+ cost4 rank16,26416,168400,16,0,100,640,4,94,0,1604,-1
66417,攻撃力【物理】倍率+ cost4 rank17,26417,168400,17,0,100,680,5,100,0,1605,-1
66418,攻撃力【物理】倍率+ cost4 rank18,26418,168400,18,0,100,720,5,106,0,1605,-1
66419,攻撃力【物理】倍率+ cost4 rank19,26419,168400,19,0,100,760,5,112,0,1605,-1
66420,攻撃力【物理】倍率+ cost4 rank20,26420,168400,20,0,100,800,6,118,0,1606,-1
66501,攻撃力【物理】倍率+ cost5 rank1,26501,168500,1,0,100,50,0,5,0,1600,-1
66502,攻撃力【物理】倍率+ cost5 rank2,26502,168500,2,0,100,100,0,11,0,1600,-1
66503,攻撃力【物理】倍率+ cost5 rank3,26503,168500,3,0,100,150,0,17,0,1600,-1
66504,攻撃力【物理】倍率+ cost5 rank4,26504,168500,4,0,100,200,0,23,0,1600,-1
66505,攻撃力【物理】倍率+ cost5 rank5,26505,168500,5,0,100,250,1,29,0,1601,-1
66506,攻撃力【物理】倍率+ cost5 rank6,26506,168500,6,0,100,300,1,35,0,1601,-1
66507,攻撃力【物理】倍率+ cost5 rank7,26507,168500,7,0,100,350,1,41,0,1601,-1
66508,攻撃力【物理】倍率+ cost5 rank8,26508,168500,8,0,100,400,2,47,0,1602,-1
66509,攻撃力【物理】倍率+ cost5 rank9,26509,168500,9,0,100,450,2,53,0,1602,-1
66510,攻撃力【物理】倍率+ cost5 rank10,26510,168500,10,0,100,500,2,59,0,1602,-1
66511,攻撃力【物理】倍率+ cost5 rank11,26511,168500,11,0,100,550,3,65,0,1603,-1
66512,攻撃力【物理】倍率+ cost5 rank12,26512,168500,12,0,100,600,3,71,0,1603,-1
66513,攻撃力【物理】倍率+ cost5 rank13,26513,168500,13,0,100,650,3,77,0,1603,-1
66514,攻撃力【物理】倍率+ cost5 rank14,26514,168500,14,0,100,700,4,83,0,1604,-1
66515,攻撃力【物理】倍率+ cost5 rank15,26515,168500,15,0,100,750,4,89,0,1604,-1
66516,攻撃力【物理】倍率+ cost5 rank16,26516,168500,16,0,100,800,4,95,0,1604,-1
66517,攻撃力【物理】倍率+ cost5 rank17,26517,168500,17,0,100,850,5,101,0,1605,-1
66518,攻撃力【物理】倍率+ cost5 rank18,26518,168500,18,0,100,900,5,107,0,1605,-1
66519,攻撃力【物理】倍率+ cost5 rank19,26519,168500,19,0,100,950,5,113,0,1605,-1
66520,攻撃力【物理】倍率+ cost5 rank20,26520,168500,20,0,100,1000,6,119,0,1606,-1
66601,攻撃力【物理】倍率+ cost6 rank1,26601,168600,1,0,100,60,0,6,0,1600,-1
66602,攻撃力【物理】倍率+ cost6 rank2,26602,168600,2,0,100,120,0,12,0,1600,-1
66603,攻撃力【物理】倍率+ cost6 rank3,26603,168600,3,0,100,180,0,18,0,1600,-1
66604,攻撃力【物理】倍率+ cost6 rank4,26604,168600,4,0,100,240,0,24,0,1600,-1
66605,攻撃力【物理】倍率+ cost6 rank5,26605,168600,5,0,100,300,1,30,0,1601,-1
66606,攻撃力【物理】倍率+ cost6 rank6,26606,168600,6,0,100,360,1,36,0,1601,-1
66607,攻撃力【物理】倍率+ cost6 rank7,26607,168600,7,0,100,420,1,42,0,1601,-1
66608,攻撃力【物理】倍率+ cost6 rank8,26608,168600,8,0,100,480,2,48,0,1602,-1
66609,攻撃力【物理】倍率+ cost6 rank9,26609,168600,9,0,100,540,2,54,0,1602,-1
66610,攻撃力【物理】倍率+ cost6 rank10,26610,168600,10,0,100,600,2,60,0,1602,-1
66611,攻撃力【物理】倍率+ cost6 rank11,26611,168600,11,0,100,660,3,66,0,1603,-1
66612,攻撃力【物理】倍率+ cost6 rank12,26612,168600,12,0,100,720,3,72,0,1603,-1
66613,攻撃力【物理】倍率+ cost6 rank13,26613,168600,13,0,100,780,3,78,0,1603,-1
66614,攻撃力【物理】倍率+ cost6 rank14,26614,168600,14,0,100,840,4,84,0,1604,-1
66615,攻撃力【物理】倍率+ cost6 rank15,26615,168600,15,0,100,900,4,90,0,1604,-1
66616,攻撃力【物理】倍率+ cost6 rank16,26616,168600,16,0,100,960,4,96,0,1604,-1
66617,攻撃力【物理】倍率+ cost6 rank17,26617,168600,17,0,100,1020,5,102,0,1605,-1
66618,攻撃力【物理】倍率+ cost6 rank18,26618,168600,18,0,100,1080,5,108,0,1605,-1
66619,攻撃力【物理】倍率+ cost6 rank19,26619,168600,19,0,100,1140,5,114,0,1605,-1
66620,攻撃力【物理】倍率+ cost6 rank20,26620,168600,20,0,100,1200,6,120,0,1606,-1
67101,攻撃力【物理】倍率+ cost1 rank1,26101,167100,1,0,100,10,0,1,0,1600,-1
67102,攻撃力【物理】倍率+ cost1 rank2,26102,167100,2,0,100,20,0,7,0,1600,-1
67103,攻撃力【物理】倍率+ cost1 rank3,26103,167100,3,0,100,30,0,13,0,1600,-1
67104,攻撃力【物理】倍率+ cost1 rank4,26104,167100,4,0,100,40,0,19,0,1600,-1
67105,攻撃力【物理】倍率+ cost1 rank5,26105,167100,5,0,100,50,1,25,0,1601,-1
67106,攻撃力【物理】倍率+ cost1 rank6,26106,167100,6,0,100,60,1,31,0,1601,-1
67107,攻撃力【物理】倍率+ cost1 rank7,26107,167100,7,0,100,70,1,37,0,1601,-1
67108,攻撃力【物理】倍率+ cost1 rank8,26108,167100,8,0,100,80,2,43,0,1602,-1
67109,攻撃力【物理】倍率+ cost1 rank9,26109,167100,9,0,100,90,2,49,0,1602,-1
67110,攻撃力【物理】倍率+ cost1 rank10,26110,167100,10,0,100,100,2,55,0,1602,-1
67111,攻撃力【物理】倍率+ cost1 rank11,26111,167100,11,0,100,110,3,61,0,1603,-1
67112,攻撃力【物理】倍率+ cost1 rank12,26112,167100,12,0,100,120,3,67,0,1603,-1
67113,攻撃力【物理】倍率+ cost1 rank13,26113,167100,13,0,100,130,3,73,0,1603,-1
67114,攻撃力【物理】倍率+ cost1 rank14,26114,167100,14,0,100,140,4,79,0,1604,-1
67115,攻撃力【物理】倍率+ cost1 rank15,26115,167100,15,0,100,150,4,85,0,1604,-1
67116,攻撃力【物理】倍率+ cost1 rank16,26116,167100,16,0,100,160,4,91,0,1604,-1
67117,攻撃力【物理】倍率+ cost1 rank17,26117,167100,17,0,100,170,5,97,0,1605,-1
67118,攻撃力【物理】倍率+ cost1 rank18,26118,167100,18,0,100,180,5,103,0,1605,-1
67119,攻撃力【物理】倍率+ cost1 rank19,26119,167100,19,0,100,190,5,109,0,1605,-1
67120,攻撃力【物理】倍率+ cost1 rank20,26120,167100,20,0,100,200,6,115,0,1606,-1
67201,攻撃力【物理】倍率+ cost2 rank1,26201,167200,1,0,100,20,0,2,0,1600,-1
67202,攻撃力【物理】倍率+ cost2 rank2,26202,167200,2,0,100,40,0,8,0,1600,-1
67203,攻撃力【物理】倍率+ cost2 rank3,26203,167200,3,0,100,60,0,14,0,1600,-1
67204,攻撃力【物理】倍率+ cost2 rank4,26204,167200,4,0,100,80,0,20,0,1600,-1
67205,攻撃力【物理】倍率+ cost2 rank5,26205,167200,5,0,100,100,1,26,0,1601,-1
67206,攻撃力【物理】倍率+ cost2 rank6,26206,167200,6,0,100,120,1,32,0,1601,-1
67207,攻撃力【物理】倍率+ cost2 rank7,26207,167200,7,0,100,140,1,38,0,1601,-1
67208,攻撃力【物理】倍率+ cost2 rank8,26208,167200,8,0,100,160,2,44,0,1602,-1
67209,攻撃力【物理】倍率+ cost2 rank9,26209,167200,9,0,100,180,2,50,0,1602,-1
67210,攻撃力【物理】倍率+ cost2 rank10,26210,167200,10,0,100,200,2,56,0,1602,-1
67211,攻撃力【物理】倍率+ cost2 rank11,26211,167200,11,0,100,220,3,62,0,1603,-1
67212,攻撃力【物理】倍率+ cost2 rank12,26212,167200,12,0,100,240,3,68,0,1603,-1
67213,攻撃力【物理】倍率+ cost2 rank13,26213,167200,13,0,100,260,3,74,0,1603,-1
67214,攻撃力【物理】倍率+ cost2 rank14,26214,167200,14,0,100,280,4,80,0,1604,-1
67215,攻撃力【物理】倍率+ cost2 rank15,26215,167200,15,0,100,300,4,86,0,1604,-1
67216,攻撃力【物理】倍率+ cost2 rank16,26216,167200,16,0,100,320,4,92,0,1604,-1
67217,攻撃力【物理】倍率+ cost2 rank17,26217,167200,17,0,100,340,5,98,0,1605,-1
67218,攻撃力【物理】倍率+ cost2 rank18,26218,167200,18,0,100,360,5,104,0,1605,-1
67219,攻撃力【物理】倍率+ cost2 rank19,26219,167200,19,0,100,380,5,110,0,1605,-1
67220,攻撃力【物理】倍率+ cost2 rank20,26220,167200,20,0,100,400,6,116,0,1606,-1
67301,攻撃力【物理】倍率+ cost3 rank1,26301,167300,1,0,100,30,0,3,0,1600,-1
67302,攻撃力【物理】倍率+ cost3 rank2,26302,167300,2,0,100,60,0,9,0,1600,-1
67303,攻撃力【物理】倍率+ cost3 rank3,26303,167300,3,0,100,90,0,15,0,1600,-1
67304,攻撃力【物理】倍率+ cost3 rank4,26304,167300,4,0,100,120,0,21,0,1600,-1
67305,攻撃力【物理】倍率+ cost3 rank5,26305,167300,5,0,100,150,1,27,0,1601,-1
67306,攻撃力【物理】倍率+ cost3 rank6,26306,167300,6,0,100,180,1,33,0,1601,-1
67307,攻撃力【物理】倍率+ cost3 rank7,26307,167300,7,0,100,210,1,39,0,1601,-1
67308,攻撃力【物理】倍率+ cost3 rank8,26308,167300,8,0,100,240,2,45,0,1602,-1
67309,攻撃力【物理】倍率+ cost3 rank9,26309,167300,9,0,100,270,2,51,0,1602,-1
67310,攻撃力【物理】倍率+ cost3 rank10,26310,167300,10,0,100,300,2,57,0,1602,-1
67311,攻撃力【物理】倍率+ cost3 rank11,26311,167300,11,0,100,330,3,63,0,1603,-1
67312,攻撃力【物理】倍率+ cost3 rank12,26312,167300,12,0,100,360,3,69,0,1603,-1
67313,攻撃力【物理】倍率+ cost3 rank13,26313,167300,13,0,100,390,3,75,0,1603,-1
67314,攻撃力【物理】倍率+ cost3 rank14,26314,167300,14,0,100,420,4,81,0,1604,-1
67315,攻撃力【物理】倍率+ cost3 rank15,26315,167300,15,0,100,450,4,87,0,1604,-1
67316,攻撃力【物理】倍率+ cost3 rank16,26316,167300,16,0,100,480,4,93,0,1604,-1
67317,攻撃力【物理】倍率+ cost3 rank17,26317,167300,17,0,100,510,5,99,0,1605,-1
67318,攻撃力【物理】倍率+ cost3 rank18,26318,167300,18,0,100,540,5,105,0,1605,-1
67319,攻撃力【物理】倍率+ cost3 rank19,26319,167300,19,0,100,570,5,111,0,1605,-1
67320,攻撃力【物理】倍率+ cost3 rank20,26320,167300,20,0,100,600,6,117,0,1606,-1
67401,攻撃力【物理】倍率+ cost4 rank1,26401,167400,1,0,100,40,0,4,0,1600,-1
67402,攻撃力【物理】倍率+ cost4 rank2,26402,167400,2,0,100,80,0,10,0,1600,-1
67403,攻撃力【物理】倍率+ cost4 rank3,26403,167400,3,0,100,120,0,16,0,1600,-1
67404,攻撃力【物理】倍率+ cost4 rank4,26404,167400,4,0,100,160,0,22,0,1600,-1
67405,攻撃力【物理】倍率+ cost4 rank5,26405,167400,5,0,100,200,1,28,0,1601,-1
67406,攻撃力【物理】倍率+ cost4 rank6,26406,167400,6,0,100,240,1,34,0,1601,-1
67407,攻撃力【物理】倍率+ cost4 rank7,26407,167400,7,0,100,280,1,40,0,1601,-1
67408,攻撃力【物理】倍率+ cost4 rank8,26408,167400,8,0,100,320,2,46,0,1602,-1
67409,攻撃力【物理】倍率+ cost4 rank9,26409,167400,9,0,100,360,2,52,0,1602,-1
67410,攻撃力【物理】倍率+ cost4 rank10,26410,167400,10,0,100,400,2,58,0,1602,-1
67411,攻撃力【物理】倍率+ cost4 rank11,26411,167400,11,0,100,440,3,64,0,1603,-1
67412,攻撃力【物理】倍率+ cost4 rank12,26412,167400,12,0,100,480,3,70,0,1603,-1
67413,攻撃力【物理】倍率+ cost4 rank13,26413,167400,13,0,100,520,3,76,0,1603,-1
67414,攻撃力【物理】倍率+ cost4 rank14,26414,167400,14,0,100,560,4,82,0,1604,-1
67415,攻撃力【物理】倍率+ cost4 rank15,26415,167400,15,0,100,600,4,88,0,1604,-1
67416,攻撃力【物理】倍率+ cost4 rank16,26416,167400,16,0,100,640,4,94,0,1604,-1
67417,攻撃力【物理】倍率+ cost4 rank17,26417,167400,17,0,100,680,5,100,0,1605,-1
67418,攻撃力【物理】倍率+ cost4 rank18,26418,167400,18,0,100,720,5,106,0,1605,-1
67419,攻撃力【物理】倍率+ cost4 rank19,26419,167400,19,0,100,760,5,112,0,1605,-1
67420,攻撃力【物理】倍率+ cost4 rank20,26420,167400,20,0,100,800,6,118,0,1606,-1
67501,攻撃力【物理】倍率+ cost5 rank1,26501,167500,1,0,100,50,0,5,0,1600,-1
67502,攻撃力【物理】倍率+ cost5 rank2,26502,167500,2,0,100,100,0,11,0,1600,-1
67503,攻撃力【物理】倍率+ cost5 rank3,26503,167500,3,0,100,150,0,17,0,1600,-1
67504,攻撃力【物理】倍率+ cost5 rank4,26504,167500,4,0,100,200,0,23,0,1600,-1
67505,攻撃力【物理】倍率+ cost5 rank5,26505,167500,5,0,100,250,1,29,0,1601,-1
67506,攻撃力【物理】倍率+ cost5 rank6,26506,167500,6,0,100,300,1,35,0,1601,-1
67507,攻撃力【物理】倍率+ cost5 rank7,26507,167500,7,0,100,350,1,41,0,1601,-1
67508,攻撃力【物理】倍率+ cost5 rank8,26508,167500,8,0,100,400,2,47,0,1602,-1
67509,攻撃力【物理】倍率+ cost5 rank9,26509,167500,9,0,100,450,2,53,0,1602,-1
67510,攻撃力【物理】倍率+ cost5 rank10,26510,167500,10,0,100,500,2,59,0,1602,-1
67511,攻撃力【物理】倍率+ cost5 rank11,26511,167500,11,0,100,550,3,65,0,1603,-1
67512,攻撃力【物理】倍率+ cost5 rank12,26512,167500,12,0,100,600,3,71,0,1603,-1
