ID,Description,isUnique:1,gemNameIdOffset,disableSlotRateModify:1,slotTypeRateA,slotTypeRateB,slotTypeRateC,slotTypeRateD,slotTypeRateE,slotTypeRateF,gemRankDoping,gemeffectGenParamType_0,gemeffectGenParam_0,manifestRate_0,negativizeRate_0,gemeffectGenParamType_1,gemeffectGenParam_1,manifestRate_1,negativizeRate_1,gemeffectGenParamType_2,gemeffectGenParam_2,manifestRate_2,negativizeRate_2,gemeffectGenParamType_3,gemeffectGenParam_3,manifestRate_3,negativizeRate_3,gemeffectGenParamType_4,gemeffectGenParam_4,manifestRate_4,negativizeRate_4,gemeffectGenParamType_5,gemeffectGenParam_5,manifestRate_5,negativizeRate_5,equipableSegmentBody:1,equipableSegmentWeapon:1,unremovable:1,isGuestDrop:1
200010,誓約：血族,0,10000000,1,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,0,1,2108001,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
200020,誓約：狩人狩り,0,10000000,1,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,0,1,2110001,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
200030,誓約：連盟,0,10000000,1,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,0,1,2127001,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
200040,誓約：獣,0,10000000,1,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,0,1,2128001,100.0,0.0,1,2128002,100.0,0.0,1,2128003,100.0,0.0,1,2128004,100.0,0.0,1,2128005,100.0,0.0,0,-1,0.0,0.0,1,0,0,0
200050,誓約：なめくじ,0,10000000,1,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,0,1,2129001,100.0,0.0,1,2129002,100.0,0.0,1,2129003,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
210000,BJ「右回りの変態」の原石,0,10000000,1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1103000,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
210001,BJ「左回りの変態」の原石,0,10000000,1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1105000,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
210002,BJ「拝領」の原石,0,10000000,1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1134000,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
210003,BJ「オドンの交わり」の原石,0,10000000,1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1136000,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
210004,BJ「湖」の原石,0,10000000,1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1123000,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
210005,BJ「深海」の原石,0,10000000,1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1128000,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
210006,BJ「破壊者」の原石,0,10000000,1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1107000,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
210007,BJ「歓楽者」の原石,0,10000000,1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1108000,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
210008,BJ「交わる者」の原石,0,10000000,1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1110000,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
210009,BJ「継承者」の原石,0,10000000,1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1112000,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
210010,BJ「獣」の原石,0,10000000,1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1129000,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
210011,BJ「月」の原石,0,10000000,1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1100000,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
210012,BJ「瞳」の原石,0,10000000,1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1102000,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
980001,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank1,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17401,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980002,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank2,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17402,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980003,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank3,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17403,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980004,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank4,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17404,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980005,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank5,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17405,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980006,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank6,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17406,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980007,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank7,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17407,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980008,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank8,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17408,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980009,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank9,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17409,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980010,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank10,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17410,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980011,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank11,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17411,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980012,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank12,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17412,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980013,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank13,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17413,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980014,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank14,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17414,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980015,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank15,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17415,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980016,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank16,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17416,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980017,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank17,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17417,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980018,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank18,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17418,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980019,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank19,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17419,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980020,プレイデバッグ用：攻撃力【物理】固定値+ cost4 rank20,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,17420,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980101,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank1,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26401,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980102,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank2,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26402,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980103,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank3,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26403,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980104,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank4,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26404,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980105,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank5,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26405,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980106,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank6,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26406,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980107,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank7,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26407,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980108,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank8,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26408,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980109,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank9,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26409,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980110,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank10,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26410,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980111,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank11,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26411,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980112,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank12,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26412,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980113,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank13,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26413,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980114,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank14,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26414,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980115,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank15,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26415,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980116,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank16,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26416,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980117,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank17,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26417,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980118,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank18,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26418,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980119,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank19,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26419,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
980120,プレイデバッグ用：攻撃力【物理】倍率+ cost4 rank20,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26420,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
981000,バランスデバッグ用魔石　物理+27.2%,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,26619,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
981001,バランスデバッグ用魔石　血質+31.5%,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,22618,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
981002,バランスデバッグ用魔石　全+21.5%,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,1,27520,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
990001,プレイデバッグ用：最大HP+5%,0,10000000,1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1103000,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
990002,プレイデバッグ用：最大HP+10%,0,10000000,1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1103001,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
990003,プレイデバッグ用：最大HP+15%,0,10000000,1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1103002,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,1,0,0,0
1001100,呪　総コスト1,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,12,100.0,0.0,4,101,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1001110,呪　総コスト2,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,13,100.0,0.0,4,101,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1001111,呪　総コスト3,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,14,100.0,0.0,4,101,100.0,0.0,4,101,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1001200,呪　総コスト2,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,14,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1001210,呪　総コスト3,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,14,100.0,0.0,4,101,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1001211,呪　総コスト4,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,16,100.0,0.0,4,101,100.0,0.0,4,101,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1001220,呪　総コスト4,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,16,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1001300,呪　総コスト3,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,15,100.0,0.0,4,101,100.0,0.0,4,101,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1001310,呪　総コスト4,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,15,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1001400,呪　総コスト4,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,15,100.0,0.0,4,101,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1002100,呪　【銃系】 総コスト1,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2012,100.0,0.0,3,101,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1002110,呪　【銃系】 総コスト2,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2013,100.0,0.0,3,101,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1002111,呪　【銃系】 総コスト3,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2014,100.0,0.0,3,101,100.0,0.0,3,101,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1002200,呪　【銃系】 総コスト2,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2014,100.0,0.0,3,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1002210,呪　【銃系】 総コスト3,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2014,100.0,0.0,3,101,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1002211,呪　【銃系】 総コスト4,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2016,100.0,0.0,3,101,100.0,0.0,3,101,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1002220,呪　【銃系】 総コスト4,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2016,100.0,0.0,3,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1002300,呪　【銃系】 総コスト3,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2015,100.0,0.0,3,101,100.0,0.0,3,101,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1002310,呪　【銃系】 総コスト4,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2015,100.0,0.0,3,2001,100.0,0.0,3,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1002400,呪　【銃系】 総コスト4,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2015,100.0,0.0,3,101,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1050000,NPC,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,1,4,15,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1050005,NPC：滅ぼす者【特殊敵】,0,0,1,100.0,1.0,1.0,1.0,-1.0,1.0,1,4,15,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1050006,NPC：カインの血族騎士【特殊敵】,0,0,1,1.0,100.0,1.0,1.0,-1.0,1.0,1,4,15,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1050007,NPC：血族狩り【特殊敵】,0,0,1,1.0,1.0,100.0,1.0,-1.0,1.0,1,4,15,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1050010,NPC【ボス】,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,2,3,2015,100.0,0.0,3,2001,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1050100,猟犬,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,15,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1050101,猟犬（月）,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,15,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1050105,猟犬【ランダム敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,1,4,15,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
1050106,猟犬（月）【ランダム敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,1,4,15,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
