ID,Description,wepParamId,gemSlotType_0,gemGenId_0,gemSlotType_1,gemGenId_1,gemSlotType_2,gemGenId_2,gemSlotType_3,gemGenId_3,gemSlotType_4,gemGenId_4,equipableGemSegmentMask,reserveGemSlotNo_0,reserveGemSlotNo_1,reserveGemSlotNo_2
8010400,"剣大槌＋４",8010400,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
8010500,"剣大槌＋５",8010500,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
8010600,"剣大槌＋６",8010600,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
8010700,"剣大槌＋７",8010700,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
8010800,"剣大槌＋８",8010800,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
8010900,"剣大槌＋９",8010900,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
8011000,"剣大槌＋１０",8011000,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
8020000,"剣大槌",8020000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
8020100,"剣大槌＋１",8020100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
8020200,"剣大槌＋２",8020200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
8020300,"剣大槌＋３",8020300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
8020400,"剣大槌＋４",8020400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
8020500,"剣大槌＋５",8020500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
8020600,"剣大槌＋６",8020600,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
8020700,"剣大槌＋７",8020700,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
8020800,"剣大槌＋８",8020800,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
8020900,"剣大槌＋９",8020900,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
8021000,"剣大槌＋１０",8021000,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
8090000,"徘徊剣大槌",8090000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,0,0,0
8100000,"槌大剣",8100000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
8100100,"槌大剣＋１",8100100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
8100200,"槌大剣＋２",8100200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
8100300,"槌大剣＋３",8100300,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
8100400,"槌大剣＋４",8100400,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
8100500,"槌大剣＋５",8100500,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
8100600,"槌大剣＋６",8100600,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
8100700,"槌大剣＋７",8100700,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
8100800,"槌大剣＋８",8100800,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
8100900,"槌大剣＋９",8100900,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
8101000,"槌大剣＋１０",8101000,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
8110000,"槌大剣",8110000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
8110100,"槌大剣＋１",8110100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
8110200,"槌大剣＋２",8110200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
8110300,"槌大剣＋３",8110300,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
8110400,"槌大剣＋４",8110400,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
8110500,"槌大剣＋５",8110500,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
8110600,"槌大剣＋６",8110600,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
8110700,"槌大剣＋７",8110700,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
8110800,"槌大剣＋８",8110800,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
8110900,"槌大剣＋９",8110900,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
8111000,"槌大剣＋１０",8111000,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
8120000,"槌大剣",8120000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
8120100,"槌大剣＋１",8120100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
8120200,"槌大剣＋２",8120200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
8120300,"槌大剣＋３",8120300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
8120400,"槌大剣＋４",8120400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
8120500,"槌大剣＋５",8120500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
8120600,"槌大剣＋６",8120600,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
8120700,"槌大剣＋７",8120700,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
8120800,"槌大剣＋８",8120800,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
8120900,"槌大剣＋９",8120900,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
8121000,"槌大剣＋１０",8121000,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
8190000,"徘徊槌大剣",8190000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,0,0,0
9000000,"拳獣",9000000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
9000100,"拳獣＋１",9000100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
9000200,"拳獣＋２",9000200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
9000300,"拳獣＋３",9000300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
9000400,"拳獣＋４",9000400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
9000500,"拳獣＋５",9000500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
9000600,"拳獣＋６",9000600,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
9000700,"拳獣＋７",9000700,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
9000800,"拳獣＋８",9000800,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
9000900,"拳獣＋９",9000900,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
9001000,"拳獣＋１０",9001000,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
9010000,"拳獣",9010000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
9010100,"拳獣＋１",9010100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
9010200,"拳獣＋２",9010200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
9010300,"拳獣＋３",9010300,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
9010400,"拳獣＋４",9010400,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
9010500,"拳獣＋５",9010500,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
9010600,"拳獣＋６",9010600,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
9010700,"拳獣＋７",9010700,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
9010800,"拳獣＋８",9010800,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
9010900,"拳獣＋９",9010900,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
9011000,"拳獣＋１０",9011000,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
9020000,"拳獣",9020000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
9020100,"拳獣＋１",9020100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
9020200,"拳獣＋２",9020200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
9020300,"拳獣＋３",9020300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
9020400,"拳獣＋４",9020400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
9020500,"拳獣＋５",9020500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
9020600,"拳獣＋６",9020600,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
9020700,"拳獣＋７",9020700,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
9020800,"拳獣＋８",9020800,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
9020900,"拳獣＋９",9020900,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
9021000,"拳獣＋１０",9021000,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
9090000,"徘徊拳獣",9090000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,0,0,0
10000000,"銃槍",10000000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
10000100,"銃槍＋１",10000100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
10000200,"銃槍＋２",10000200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
10000300,"銃槍＋３",10000300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
10000400,"銃槍＋４",10000400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
10000500,"銃槍＋５",10000500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
10000600,"銃槍＋６",10000600,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
10000700,"銃槍＋７",10000700,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
10000800,"銃槍＋８",10000800,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
10000900,"銃槍＋９",10000900,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
10001000,"銃槍＋１０",10001000,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
10010000,"銃槍",10010000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
10010100,"銃槍＋１",10010100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
10010200,"銃槍＋２",10010200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
10010300,"銃槍＋３",10010300,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
10010400,"銃槍＋４",10010400,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
10010500,"銃槍＋５",10010500,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
10010600,"銃槍＋６",10010600,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
10010700,"銃槍＋７",10010700,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
10010800,"銃槍＋８",10010800,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
10010900,"銃槍＋９",10010900,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
10011000,"銃槍＋１０",10011000,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
10020000,"銃槍",10020000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
10020100,"銃槍＋１",10020100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
10020200,"銃槍＋２",10020200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
10020300,"銃槍＋３",10020300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
10020400,"銃槍＋４",10020400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
10020500,"銃槍＋５",10020500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
10020600,"銃槍＋６",10020600,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
10020700,"銃槍＋７",10020700,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
10020800,"銃槍＋８",10020800,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
10020900,"銃槍＋９",10020900,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
10021000,"銃槍＋１０",10021000,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
10090000,"徘徊銃槍",10090000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,0,0,0
10100000,"銃剣",10100000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
10100100,"銃剣＋１",10100100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
10100200,"銃剣＋２",10100200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
10100300,"銃剣＋３",10100300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
10100400,"銃剣＋４",10100400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
10100500,"銃剣＋５",10100500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
10100600,"銃剣＋６",10100600,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
10100700,"銃剣＋７",10100700,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
10100800,"銃剣＋８",10100800,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
10100900,"銃剣＋９",10100900,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
10101000,"銃剣＋１０",10101000,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
10110000,"銃剣",10110000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
10110100,"銃剣＋１",10110100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
10110200,"銃剣＋２",10110200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
10110300,"銃剣＋３",10110300,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
10110400,"銃剣＋４",10110400,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
10110500,"銃剣＋５",10110500,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
10110600,"銃剣＋６",10110600,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
10110700,"銃剣＋７",10110700,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
10110800,"銃剣＋８",10110800,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
10110900,"銃剣＋９",10110900,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
10111000,"銃剣＋１０",10111000,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
10120000,"銃剣",10120000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
10120100,"銃剣＋１",10120100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
10120200,"銃剣＋２",10120200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
10120300,"銃剣＋３",10120300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
10120400,"銃剣＋４",10120400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
10120500,"銃剣＋５",10120500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
10120600,"銃剣＋６",10120600,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
10120700,"銃剣＋７",10120700,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
10120800,"銃剣＋８",10120800,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
10120900,"銃剣＋９",10120900,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
10121000,"銃剣＋１０",10121000,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
10190000,"徘徊銃剣",10190000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,0,0,0
11000000,"パイルバンカー",11000000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
11000100,"パイルバンカー＋１",11000100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
11000200,"パイルバンカー＋２",11000200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
11000300,"パイルバンカー＋３",11000300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
11000400,"パイルバンカー＋４",11000400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
11000500,"パイルバンカー＋５",11000500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
11000600,"パイルバンカー＋６",11000600,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
11000700,"パイルバンカー＋７",11000700,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
11000800,"パイルバンカー＋８",11000800,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
11000900,"パイルバンカー＋９",11000900,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
11001000,"パイルバンカー＋１０",11001000,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
11010000,"パイルバンカー",11010000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
11010100,"パイルバンカー＋１",11010100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
11010200,"パイルバンカー＋２",11010200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
11010300,"パイルバンカー＋３",11010300,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
11010400,"パイルバンカー＋４",11010400,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
11010500,"パイルバンカー＋５",11010500,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
11010600,"パイルバンカー＋６",11010600,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
11010700,"パイルバンカー＋７",11010700,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
11010800,"パイルバンカー＋８",11010800,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
11010900,"パイルバンカー＋９",11010900,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
11011000,"パイルバンカー＋１０",11011000,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
11020000,"パイルバンカー",11020000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
11020100,"パイルバンカー＋１",11020100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
11020200,"パイルバンカー＋２",11020200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
11020300,"パイルバンカー＋３",11020300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
11020400,"パイルバンカー＋４",11020400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
11020500,"パイルバンカー＋５",11020500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
11020600,"パイルバンカー＋６",11020600,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
11020700,"パイルバンカー＋７",11020700,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
11020800,"パイルバンカー＋８",11020800,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
11020900,"パイルバンカー＋９",11020900,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
11021000,"パイルバンカー＋１０",11021000,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
11090000,"徘徊パイルバンカー",11090000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,0,0,0
12000000,"車輪",12000000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
12000100,"車輪＋１",12000100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
12000200,"車輪＋２",12000200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
12000300,"車輪＋３",12000300,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
12000400,"車輪＋４",12000400,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
12000500,"車輪＋５",12000500,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
12000600,"車輪＋６",12000600,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
12000700,"車輪＋７",12000700,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
12000800,"車輪＋８",12000800,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
12000900,"車輪＋９",12000900,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
12001000,"車輪＋１０",12001000,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
12010000,"車輪",12010000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
12010100,"車輪＋１",12010100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
12010200,"車輪＋２",12010200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
12010300,"車輪＋３",12010300,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
12010400,"車輪＋４",12010400,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
12010500,"車輪＋５",12010500,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
12010600,"車輪＋６",12010600,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
12010700,"車輪＋７",12010700,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
12010800,"車輪＋８",12010800,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
12010900,"車輪＋９",12010900,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
12011000,"車輪＋１０",12011000,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
12020000,"車輪",12020000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
12020100,"車輪＋１",12020100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
12020200,"車輪＋２",12020200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
12020300,"車輪＋３",12020300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
12020400,"車輪＋４",12020400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
12020500,"車輪＋５",12020500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
12020600,"車輪＋６",12020600,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
12020700,"車輪＋７",12020700,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
12020800,"車輪＋８",12020800,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
12020900,"車輪＋９",12020900,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
12021000,"車輪＋１０",12021000,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
12080000,"車輪",12080000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
12080100,"車輪＋１",12080100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
12080200,"車輪＋２",12080200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
12080300,"車輪＋３",12080300,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
12080400,"車輪＋４",12080400,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
12080500,"車輪＋５",12080500,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
12080600,"車輪＋６",12080600,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
12080700,"車輪＋７",12080700,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
12080800,"車輪＋８",12080800,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
12080900,"車輪＋９",12080900,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
12081000,"車輪＋１０",12081000,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
12090000,"徘徊車輪",12090000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,0,0,0
