ID,Description,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,basicPrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,antiDemonDamageRate,antSaintDamageRate,antWeakA_DamageRate,antWeakB_DamageRate,levelSyncCorrectId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,equipModelId,iconId,durability,durabilityMax,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,saWeaponDamage,saDurability,guardAngle,staminaGuardDef,reinforceTypeId,compTrophySedId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defMaterial,defSfxMaterial,correctType,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,isDurabilityDivergence,rightHandEquipable:1,leftHandEquipable:1,bothHandEquipable:1,arrowSlotEquipable:1,boltSlotEquipable:1,enableGuard:1,enableParry:1,enableMagic:1,enableSorcery:1,enableMiracle:1,enableVowMagic:1,isNormalAttackType:1,isBlowAttackType:1,isSlashAttackType:1,isThrustAttackType:1,isEnhance:1,isLuckCorrect:1,isCustom:1,disableBaseChangeReset:1,disableRepair:1,isDarkHand:1,simpleModelForDlc:1,lanternWep:1,isVersusGhostWep:1,baseChangeCategory:6,isDragonSlayer:1,isDeposit:1,disableMultiDropShare:1,invisibleOnRemo:1,isAttributeWep:1,isEnchantLeftHand:1,isGuestDrop:1,therianthropeGuardResist,PhysAtkMenuDispType,wepmotionHangType,dmypolyId_Slot0RightHang,dmypolyId_Slot0RightFormA,dmypolyId_Slot0RightFormB,dmypolyId_Slot0LeftHang,dmypolyId_Slot0LeftFormA,dmypolyId_Slot0LeftFormB,dmypolyId_Slot1RightHang,dmypolyId_Slot1RightFormA,dmypolyId_Slot1RightFormB,dmypolyId_Slot1LeftHang,dmypolyId_Slot1LeftFormA,dmypolyId_Slot1LeftFormB,dmypolyId_Slot2RightHang,dmypolyId_Slot2RightFormA,dmypolyId_Slot2RightFormB,dmypolyId_Slot2LeftHang,dmypolyId_Slot2LeftFormA,dmypolyId_Slot2LeftFormB,dmypolyId_Slot3RightHang,dmypolyId_Slot3RightFormA,dmypolyId_Slot3RightFormB,dmypolyId_Slot3LeftHang,dmypolyId_Slot3LeftFormA,dmypolyId_Slot3LeftFormB,wepRegainHp,bulletConsumeNum,repositoryCategory
13010900,"爆発槌＋９",1300,58209,13090000,5.0,0.0,1480,600,13000,63.0,24.0,0.0,47.0,30.0,30.0,30.0,30.0,-1,-1,-1,6033,-1,-1,900,13010800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1051,1016,100,100,1,10,152,0,0,76,58,20,0,0,30,0,5,-1,0,-1,7,0,5,33,2,0,50,50,0,6,0,0,0,12,8,0,0,99,0,0,10,20,0,1,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,10,401,300,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,-1,0
13011000,"爆発槌＋１０",1300,58210,13090000,5.0,0.0,1600,640,13000,65.0,25.0,0.0,49.0,30.0,30.0,30.0,30.0,-1,-1,-1,6033,-1,-1,1000,13010900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1051,1016,100,100,1,10,160,0,0,80,60,20,0,0,30,0,5,7,0,-1,7,0,5,33,2,0,50,50,0,6,0,0,0,12,8,0,0,99,0,0,10,20,0,1,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,10,401,300,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,-1,0
13020000,"爆発槌",1300,58300,13090000,5.0,0.0,400,160,13000,45.0,15.0,0.0,33.0,30.0,30.0,30.0,30.0,-1,-1,-1,6033,-1,-1,0,13020000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1051,1016,100,100,1,10,80,0,0,40,40,20,0,0,30,0,5,-1,0,-1,7,0,5,33,2,0,50,50,0,6,0,0,0,12,8,0,0,99,0,0,10,20,0,1,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,10,401,300,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,-1,0
13020100,"爆発槌＋１",1300,58301,13090000,5.0,0.0,520,200,13000,47.0,16.0,0.0,34.0,30.0,30.0,30.0,30.0,-1,-1,-1,6033,-1,-1,100,13020000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1051,1016,100,100,1,10,88,0,0,44,42,20,0,0,30,0,5,-1,0,-1,7,0,5,33,2,0,50,50,0,6,0,0,0,12,8,0,0,99,0,0,10,20,0,1,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,10,401,300,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,-1,0
13020200,"爆発槌＋２",1300,58302,13090000,5.0,0.0,640,260,13000,49.0,17.0,0.0,36.0,30.0,30.0,30.0,30.0,-1,-1,-1,6033,-1,-1,200,13020100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1051,1016,100,100,1,10,96,0,0,48,44,20,0,0,30,0,5,-1,0,-1,7,0,5,33,2,0,50,50,0,6,0,0,0,12,8,0,0,99,0,0,10,20,0,1,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,10,401,300,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,-1,0
13020300,"爆発槌＋３",1300,58303,13090000,5.0,0.0,760,300,13000,51.0,18.0,0.0,37.0,30.0,30.0,30.0,30.0,-1,-1,-1,6033,-1,-1,300,13020200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1051,1016,100,100,1,10,104,0,0,52,46,20,0,0,30,0,5,-1,0,-1,7,0,5,33,2,0,50,50,0,6,0,0,0,12,8,0,0,99,0,0,10,20,0,1,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,10,401,300,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,-1,0
13020400,"爆発槌＋４",1300,58304,13090000,5.0,0.0,880,360,13000,53.0,19.0,0.0,39.0,30.0,30.0,30.0,30.0,-1,-1,-1,6033,-1,-1,400,13020300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1051,1016,100,100,1,10,112,0,0,56,48,20,0,0,30,0,5,-1,0,-1,7,0,5,33,2,0,50,50,0,6,0,0,0,12,8,0,0,99,0,0,10,20,0,1,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,10,401,300,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,-1,0
13020500,"爆発槌＋５",1300,58305,13090000,5.0,0.0,1000,400,13000,55.0,20.0,0.0,41.0,30.0,30.0,30.0,30.0,-1,-1,-1,6033,-1,-1,500,13020400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1051,1016,100,100,1,10,120,0,0,60,50,20,0,0,30,0,5,-1,0,-1,7,0,5,33,2,0,50,50,0,6,0,0,0,12,8,0,0,99,0,0,10,20,0,1,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,10,401,300,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,-1,0
13020600,"爆発槌＋６",1300,58306,13090000,5.0,0.0,1120,440,13000,57.0,21.0,0.0,42.0,30.0,30.0,30.0,30.0,-1,-1,-1,6033,-1,-1,600,13020500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1051,1016,100,100,1,10,128,0,0,64,52,20,0,0,30,0,5,-1,0,-1,7,0,5,33,2,0,50,50,0,6,0,0,0,12,8,0,0,99,0,0,10,20,0,1,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,10,401,300,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,-1,0
13020700,"爆発槌＋７",1300,58307,13090000,5.0,0.0,1240,500,13000,59.0,22.0,0.0,44.0,30.0,30.0,30.0,30.0,-1,-1,-1,6033,-1,-1,700,13020600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1051,1016,100,100,1,10,136,0,0,68,54,20,0,0,30,0,5,-1,0,-1,7,0,5,33,2,0,50,50,0,6,0,0,0,12,8,0,0,99,0,0,10,20,0,1,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,10,401,300,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,-1,0
13020800,"爆発槌＋８",1300,58308,13090000,5.0,0.0,1360,540,13000,61.0,23.0,0.0,46.0,30.0,30.0,30.0,30.0,-1,-1,-1,6033,-1,-1,800,13020700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1051,1016,100,100,1,10,144,0,0,72,56,20,0,0,30,0,5,-1,0,-1,7,0,5,33,2,0,50,50,0,6,0,0,0,12,8,0,0,99,0,0,10,20,0,1,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,10,401,300,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,-1,0
13020900,"爆発槌＋９",1300,58309,13090000,5.0,0.0,1480,600,13000,63.0,24.0,0.0,47.0,30.0,30.0,30.0,30.0,-1,-1,-1,6033,-1,-1,900,13020800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1051,1016,100,100,1,10,152,0,0,76,58,20,0,0,30,0,5,-1,0,-1,7,0,5,33,2,0,50,50,0,6,0,0,0,12,8,0,0,99,0,0,10,20,0,1,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,10,401,300,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,-1,0
13021000,"爆発槌＋１０",1300,58310,13090000,5.0,0.0,1600,640,13000,65.0,25.0,0.0,49.0,30.0,30.0,30.0,30.0,-1,-1,-1,6033,-1,-1,1000,13020900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1051,1016,100,100,1,10,160,0,0,80,60,20,0,0,30,0,5,7,0,-1,7,0,5,33,2,0,50,50,0,6,0,0,0,12,8,0,0,99,0,0,10,20,0,1,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,10,401,300,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,-1,0
13090000,"徘徊爆発槌",1300,0,13090000,0.0,0.0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,-1,-1,-1,4051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,7,0,5,33,2,0,50,50,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,401,300,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,15
14000000,"工房短銃",1400,110100,14090000,3.0,0.0,800,320,800,0.0,0.0,45.0,0.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,0,14000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,131,-1,-1,2500,1017,100,100,1,10,70,0,0,0,40,20,0,0,30,0,5,-1,0,-1,7,0,0,24,2,0,50,50,0,1,0,0,28,7,9,5,0,99,0,0,10,99,0,1,0,0,0,30,30,30,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,41,-1,-1,-1,-1,347,327,-1,-1,-1,2460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0
14000100,"工房短銃＋１",1400,110101,14090000,3.0,0.0,960,380,800,0.0,0.0,49.0,0.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,100,14000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,131,-1,-1,2500,1017,100,100,1,10,79,0,0,0,42,20,0,0,30,0,5,-1,0,-1,7,0,0,24,2,0,50,50,0,1,0,0,28,7,9,5,0,99,0,0,10,99,0,1,0,0,0,30,30,30,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,41,-1,-1,-1,-1,347,327,-1,-1,-1,2460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0
14000200,"工房短銃＋２",1400,110102,14090000,3.0,0.0,1120,440,800,0.0,0.0,53.0,0.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,200,14000100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,131,-1,-1,2500,1017,100,100,1,10,88,0,0,0,44,20,0,0,30,0,5,-1,0,-1,7,0,0,24,2,0,50,50,0,1,0,0,28,7,9,5,0,99,0,0,10,99,0,1,0,0,0,30,30,30,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,41,-1,-1,-1,-1,347,327,-1,-1,-1,2460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0
14000300,"工房短銃＋３",1400,110103,14090000,3.0,0.0,1280,520,800,0.0,0.0,57.0,0.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,300,14000200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,131,-1,-1,2500,1017,100,100,1,10,97,0,0,0,46,20,0,0,30,0,5,-1,0,-1,7,0,0,24,2,0,50,50,0,1,0,0,28,7,9,5,0,99,0,0,10,99,0,1,0,0,0,30,30,30,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,41,-1,-1,-1,-1,347,327,-1,-1,-1,2460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0
14000400,"工房短銃＋４",1400,110104,14090000,3.0,0.0,1440,580,800,0.0,0.0,61.0,0.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,400,14000300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,131,-1,-1,2500,1017,100,100,1,10,106,0,0,0,48,20,0,0,30,0,5,-1,0,-1,7,0,0,24,2,0,50,50,0,1,0,0,28,7,9,5,0,99,0,0,10,99,0,1,0,0,0,30,30,30,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,41,-1,-1,-1,-1,347,327,-1,-1,-1,2460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0
14000500,"工房短銃＋５",1400,110105,14090000,3.0,0.0,1600,640,800,0.0,0.0,65.0,0.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,500,14000400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,131,-1,-1,2500,1017,100,100,1,10,115,0,0,0,50,20,0,0,30,0,5,-1,0,-1,7,0,0,24,2,0,50,50,0,1,0,0,28,7,9,5,0,99,0,0,10,99,0,1,0,0,0,30,30,30,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,41,-1,-1,-1,-1,347,327,-1,-1,-1,2460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0
14000600,"工房短銃＋６",1400,110106,14090000,3.0,0.0,1760,700,800,0.0,0.0,69.0,0.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,600,14000500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,131,-1,-1,2500,1017,100,100,1,10,124,0,0,0,52,20,0,0,30,0,5,-1,0,-1,7,0,0,24,2,0,50,50,0,1,0,0,28,7,9,5,0,99,0,0,10,99,0,1,0,0,0,30,30,30,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,41,-1,-1,-1,-1,347,327,-1,-1,-1,2460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0
14000700,"工房短銃＋７",1400,110107,14090000,3.0,0.0,1920,760,800,0.0,0.0,73.0,0.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,700,14000600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,131,-1,-1,2500,1017,100,100,1,10,133,0,0,0,54,20,0,0,30,0,5,-1,0,-1,7,0,0,24,2,0,50,50,0,1,0,0,28,7,9,5,0,99,0,0,10,99,0,1,0,0,0,30,30,30,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,41,-1,-1,-1,-1,347,327,-1,-1,-1,2460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0
14000800,"工房短銃＋８",1400,110108,14090000,3.0,0.0,2080,840,800,0.0,0.0,77.0,0.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,800,14000700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,131,-1,-1,2500,1017,100,100,1,10,142,0,0,0,56,20,0,0,30,0,5,-1,0,-1,7,0,0,24,2,0,50,50,0,1,0,0,28,7,9,5,0,99,0,0,10,99,0,1,0,0,0,30,30,30,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,41,-1,-1,-1,-1,347,327,-1,-1,-1,2460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0
14000900,"工房短銃＋９",1400,110109,14090000,3.0,0.0,2240,900,800,0.0,0.0,81.0,0.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,900,14000800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,131,-1,-1,2500,1017,100,100,1,10,151,0,0,0,58,20,0,0,30,0,5,-1,0,-1,7,0,0,24,2,0,50,50,0,1,0,0,28,7,9,5,0,99,0,0,10,99,0,1,0,0,0,30,30,30,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,41,-1,-1,-1,-1,347,327,-1,-1,-1,2460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0
14001000,"工房短銃＋１０",1400,110110,14090000,3.0,0.0,2400,960,800,0.0,0.0,85.0,0.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,1000,14000900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,131,-1,-1,2500,1017,100,100,1,10,160,0,0,0,60,20,0,0,30,0,5,7,0,-1,7,0,0,24,2,0,50,50,0,1,0,0,28,7,9,5,0,99,0,0,10,99,0,1,0,0,0,30,30,30,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,41,-1,-1,-1,-1,347,327,-1,-1,-1,2460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0
14090000,"徘徊工房短銃",1400,-1,14090000,0.0,0.0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,-1,-1,-1,5500,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,-1,-1,0,-1,7,0,0,24,2,0,50,50,0,1,0,0,28,0,0,0,0,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,41,-1,-1,-1,-1,347,327,-1,-1,-1,2460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,15
14100000,"ヴァンパイア短銃",1400,118100,14190000,3.0,0.0,800,320,11200,0.0,0.0,65.0,0.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,0,14100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,131,-1,-1,2520,1018,100,100,1,10,60,0,0,0,40,10,0,0,30,0,5,-1,0,-1,7,0,0,128,2,0,50,50,0,1,0,0,28,9,11,18,0,99,0,0,10,99,0,1,0,0,0,30,30,30,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,41,-1,-1,-1,-1,347,327,-1,-1,-1,2460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2
14100100,"ヴァンパイア短銃＋１",1400,118101,14190000,3.0,0.0,960,380,11200,0.0,0.0,72.0,0.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,100,14100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,131,-1,-1,2520,1018,100,100,1,10,68,0,0,0,42,10,0,0,30,0,5,-1,0,-1,7,0,0,128,2,0,50,50,0,1,0,0,28,9,11,18,0,99,0,0,10,99,0,1,0,0,0,30,30,30,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,41,-1,-1,-1,-1,347,327,-1,-1,-1,2460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2
14100200,"ヴァンパイア短銃＋２",1400,118102,14190000,3.0,0.0,1120,440,11200,0.0,0.0,79.0,0.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,200,14100100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,131,-1,-1,2520,1018,100,100,1,10,76,0,0,0,44,10,0,0,30,0,5,-1,0,-1,7,0,0,128,2,0,50,50,0,1,0,0,28,9,11,18,0,99,0,0,10,99,0,1,0,0,0,30,30,30,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,41,-1,-1,-1,-1,347,327,-1,-1,-1,2460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2
